,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value,NumTrades,TradeToFileTime,ValueOwned,VolumeVolatility,PriceVolatility,%FuturePriceChange
7538,2021-07-20,2021-07-16,TXG,"10X Genomics, Inc.",Stuelpnagel John R,Dir,S - Sale,170.31,-5000.0,391616.0,-1.26066522782742,-851550.0,2,4,66696120.96,0.2407769455039504,0.026981163805762046,-14.88075508691896
7539,2021-07-20,2021-07-16,SNAP,Snap Inc,Morrow Rebecca,"CAO, Controller",S - Sale,58.7,-8774.0,252822.0,-3.3540268199819567,-515033.80000000005,5,4,14840651.4,0.23761356896507785,0.021955776085998246,21.13405173313729
7540,2021-07-20,2021-07-16,CVET,"Covetrus, Inc.",Ellis Michael,See Remarks,S - Sale,24.59,-21196.0,1479.0,-93.4773980154355,-521209.64,3,4,36368.61,0.0852690908725435,0.025247942564656227,-22.436772386719692
7541,2021-07-20,2021-07-13,BCYC,Bicycle Therapeutics Plc,Bingham Kate,Dir,S - Sale,34.0,-44895.0,1870379.0,-2.344051033951278,-1526430.0,6,7,63592886.0,0.4254729484657307,0.008417660512581606,62.96480388127993
7542,2021-07-20,2021-07-16,GPS,Gap Inc,Syngal Sonia,"CEO Gap, Inc.",S - Sale+OE,29.85,-21000.0,47953.0,-30.455527678273608,-626850.0,1,4,1431397.05,0.46264957602261725,0.040680847036520265,-20.55920246392321
7543,2021-07-20,2021-07-16,AVID,"Avid Technology, Inc.",Bakish Robert M,Dir,S - Sale,36.97,-43020.0,796048.0,-5.127117230069554,-1590449.4,1,4,29429894.56,0.1582371138550251,0.022660205083813504,-20.33595618108862
7544,2021-07-20,2021-07-19,GMED,Globus Medical Inc,Pfeil Keith W,"SVP, CFO",S - Sale+OE,78.25,-834.0,0.0,-100.0,-65260.5,1,1,0.0,0.3403172628592527,0.008000113419960262,-4.505245929463996
7545,2021-07-20,2021-07-16,LHX,"L3Harris Technologies, Inc. /de/",Mikuen Scott T,"SVP-GC, Secy",S - Sale+OE,225.36,-2826.0,64886.0,-4.173558601134215,-636867.36,3,4,14622708.96,0.29285834184583104,0.01121449587303477,4.826522410465539
7546,2021-07-20,2021-07-16,PLUS,Eplus Inc,Marion Elaine D,CFO,S - Sale,90.0,-800.0,59992.0,-1.3159626266614028,-72000.0,3,4,5399280.0,0.30458215110228076,0.011904674672031598,19.79127279000761
7547,2021-07-20,2021-07-19,EGHT,8X8 Inc /de/,Cota Germaine,"Chief Accting Officer, Treasur",S - Sale,24.61,-2432.0,51301.0,-4.526082668006626,-59851.52,5,1,1262517.6099999999,0.29976635274971614,0.013524612454538648,-8.171209587879753
7548,2021-07-20,2021-07-16,PLUS,Eplus Inc,Raiguel Darren S,COO,S - Sale,90.0,-800.0,47845.0,-1.6445677870284716,-72000.0,3,4,4306050.0,0.30458215110228076,0.011904674672031598,19.79127279000761
7549,2021-07-20,2021-07-16,BK,Bank of New York Mellon Corp,La Salla Francis J.,Sr. EVP,S - Sale,49.41,-25000.0,69299.0,-26.51141581565022,-1235250.0,1,4,3424063.59,0.1639918062476917,0.014332695833257976,13.644247041644755
7550,2021-07-20,2021-07-19,PTE,"Polarityte, Inc.",Hague Richard,"Chf. Oper. Officer, Pres",S - Sale,0.71,-12600.0,788981.0,-1.5718935453809408,-8946.0,2,1,560176.51,0.3606980606488521,0.013175761017035619,-21.428571428571427
7551,2021-07-20,2021-07-19,KBLB,"Kraig Biocraft Laboratories, Inc",Thompson Kimberly Kraig,"CEO, CFO, 10%",S - Sale,0.0,-20000.0,203670547.0,-0.009818815990513296,-0.0,3,1,0.0,0.6508596076371983,0.04297349583362871,-27.272728504228205
7552,2021-07-20,2021-07-19,PTE,"Polarityte, Inc.",Seaburg David B,CEO,S - Sale,0.71,-31032.0,1088991.0,-2.7706573882857763,-22032.719999999998,2,1,773183.61,0.3606980606488521,0.013175761017035619,-21.428571428571427
7553,2021-07-20,2021-07-16,PLUS,Eplus Inc,Marron Mark P,CEO,S - Sale,90.0,-814.0,91792.0,-0.8789927218538756,-73260.0,3,4,8261280.0,0.30458215110228076,0.011904674672031598,19.79127279000761
7554,2021-07-20,2021-07-16,ORLY,O Reilly Automotive Inc,Shaw Jeff M,"COO, CO-Pres",S - Sale+OE,600.47,-12249.0,29046.0,-29.662186705412278,-7355157.03,2,4,17441251.62,0.2623315139459514,0.007976498234182961,1.8232868543792307
7555,2021-07-20,2021-07-19,ELYS,"Elys Game Technology, Corp.",Pasquini Luca,VP of Technology,S - Sale,4.0,-15000.0,838004.0,-1.7584911676850283,-60000.0,1,1,3352016.0,0.6687748097080486,0.06398563520639867,14.042401379695207
7556,2021-07-20,2021-07-16,ORLY,O Reilly Automotive Inc,Fletcher Jeremy Adam,"SVP OF FINANCE, CONTROLLER",S - Sale+OE,600.46,-5000.0,1251.0,-79.98720204767237,-3002300.0,2,4,751175.4600000001,0.2623315139459514,0.007976498234182961,1.8232868543792307
7557,2021-07-20,2021-07-19,JBT,John Bean Technologies Corp,Devine Caroline Maury,Dir,S - Sale,131.22,-300.0,50104.0,-0.5951908578684232,-39366.0,2,1,6574646.88,0.19653848742104313,0.01666548198636224,8.204459353321603
7558,2021-07-20,2021-07-19,ALXO,Alx Oncology Holdings Inc,Pons Jaume,"Pres, CEO",S - Sale,54.57,-16700.0,494546.0,-3.2665292246785307,-911319.0,2,1,26987375.22,0.32939921811867906,0.025496577112717803,5.0282851515992535
7559,2021-07-20,2021-07-16,BSY,Bentley Systems Inc,Bentley Barry J.,"Dir, 10%",S - Sale,59.02,-264395.0,13244611.0,-1.9571758277403977,-15604592.9,3,4,781696941.22,0.17594488242882358,0.01747283261545527,-6.155042309107844
7560,2021-07-20,2021-07-16,MRNA,"Moderna, Inc.",Andres Juan,See remarks,S - Sale+OE,282.43,-20000.0,0.0,-100.0,-5648600.0,5,4,0.0,0.9104765985988085,0.09228099127185443,3.823721588819536
7561,2021-07-20,2021-07-16,MEDP,"Medpace Holdings, Inc.","Medpace Investors, LLC",10%,S - Sale,182.65,-13896.0,6137519.0,-0.22589924432020925,-2538104.4,6,4,1121017845.3500001,0.06351892618652114,0.014514707935229668,1.0997396309205631
7562,2021-07-20,2021-07-16,CRWD,"Crowdstrike Holdings, Inc.",Gandhi Sameer K,Dir,S - Sale,250.67,-15000.0,1505561.0,-0.9864780169950432,-3760050.0,2,4,377398975.87,0.1380094895801773,0.0071308795482437045,4.6061556761310545
7563,2021-07-20,2021-07-16,DUK,Duke Energy Corp,Janson Julia S,"EVP ExtAffairs, PresCarolinas",S - Sale,105.0,-15465.0,38139.0,-28.850458920976045,-1623825.0,1,4,4004595.0,0.35508363206168997,0.006335689151846084,-3.2443733529359493
7564,2021-07-20,2021-07-16,NVST,Envista Holdings Corp,Kappler Jeffrey,SVP,S - Sale+OE,42.0,-1717.0,38137.0,-4.308225021327846,-72114.0,1,4,1601754.0,0.3065617434297233,0.0215604686646206,-4.6220534258200185
7565,2021-07-20,2021-07-16,CDLX,"Cardlytics, Inc.",Grimes Scott D.,Dir,S - Sale,120.35,-5000.0,310786.0,-1.5833507501915853,-601750.0,2,4,37403095.1,0.28223601361816003,0.019227593192641914,-33.88393995914448
7566,2021-07-20,2021-07-16,AIRT,Air T Inc,Swenson Nicholas John,"CEO, 10%",P - Purchase,25.03,2247.0,1325025.0,0.16986977406639664,56242.41,2,4,33165375.75,0.4771622262695672,0.033387368061101964,7.137464170070465
7567,2021-07-20,2021-07-19,SPT,"Sprout Social, Inc.",Gilpin Jamie Cannon,CMO,S - Sale,82.5,-1278.0,103106.0,-1.224325567136726,-105435.0,2,1,8506245.0,0.3072787882429484,0.01621447671053935,39.86491775386407
7568,2021-07-20,2021-07-16,DASH,"Doordash, Inc.",Fang Andy,Dir,S - Sale+OE,167.71,-40000.0,96475.0,-29.309397325517494,-6708400.0,4,4,16179822.25,0.25362120638942987,0.02501393542827501,16.339749492253514
7569,2021-07-20,2021-07-16,KMX,Carmax Inc,Blaylock Ronald E,Dir,S - Sale,132.02,-12500.0,5854.0,-68.10504522175003,-1650250.0000000002,2,4,772845.0800000001,0.16386777207865552,0.016587966212639468,-0.635728242576089
7570,2021-07-20,2021-07-16,MEDP,"Medpace Holdings, Inc.",Troendle August J.,"Pres, CEO, 10%",S - Sale,182.65,-13896.0,6844162.0,-0.2026229582776932,-2538104.4,6,4,1250086189.3,0.06351892618652114,0.014514707935229668,1.0997396309205631
7571,2021-07-21,2021-07-20,LPLA,Lpl Financial Holdings Inc.,Enyedi Matthew,MD,S - Sale+OE,130.0,-7712.0,4772.0,-61.775072092278116,-1002560.0,1,1,620360.0,0.3021077663058785,0.027016388752584,22.53183933963625
7572,2021-07-21,2021-07-20,EGHT,8X8 Inc /de/,Deklich Dejan,Chief Products Officer,S - Sale,25.03,-9931.0,164012.0,-5.709341565915271,-248572.93000000002,6,1,4105220.3600000003,0.29121926536773096,0.018101399394212382,-9.332455590741842
7573,2021-07-21,2021-07-19,RVLV,"Revolve Group, Inc.","Mmmk Development, Inc.",10%,S - Sale+OE,65.65,-219291.0,0.0,-100.0,-14396454.15,3,2,0.0,0.3229655372371404,0.02149882016988363,0.8142348548493946
7574,2021-07-21,2021-07-19,SSNT,"Silversun Technologies, Inc.","Ault Global Holdings, Inc.",10%,S - Sale,8.56,-3000.0,743000.0,-0.40214477211796246,-25680.0,4,2,6360080.0,0.7103759031918733,0.05532114914148907,-38.080263447175646
7575,2021-07-21,2021-07-19,RVLV,"Revolve Group, Inc.",Karanikolas Michael,"CO-CEO, 10%",S - Sale+OE,65.65,-219291.0,123000.0,-64.0656634267334,-14396454.15,3,2,8074950.000000001,0.3229655372371404,0.02149882016988363,0.8142348548493946
7576,2021-07-21,2021-07-19,RVLV,"Revolve Group, Inc.",Mente Michael,"CO-CEO, 10%",S - Sale+OE,65.65,-219291.0,73000.0,-75.02488957922071,-14396454.15,3,2,4792450.0,0.3229655372371404,0.02149882016988363,0.8142348548493946
7577,2021-07-21,2021-07-19,PLTR,Palantir Technologies Inc.,Sankar Shyam,See Remarks,S - Sale,21.31,-172540.0,3634900.0,-4.5316538146366065,-3676827.4,1,2,77459719.0,0.2043571686418019,0.020732931807016967,6.984266745580532
7578,2021-07-21,2021-07-21,MATX,"Matson, Inc.",Cox Matthew J,"COB, CEO",S - Sale,66.78,-5000.0,295544.0,-1.6636499148211243,-333900.0,1,0,19736428.32,0.6276719722447326,0.011985490430509737,27.141775138047056
7579,2021-07-21,2021-07-19,KLXE,"Klx Energy Services Holdings, Inc.",Robertson Corbin J Jr,"Member of 10% Owner Group, 10%",S - Sale,6.21,-24616.0,343608.0,-6.685061267054836,-152865.36,2,2,2133805.68,0.33435121094932113,0.04164565200656601,-31.328699613498944
7580,2021-07-21,2021-07-20,YMAB,"Y-Mabs Therapeutics, Inc.",Gad Thomas,See Remarks,S - Sale,32.47,-4000.0,1587927.0,-0.25126780310906216,-129880.0,1,1,51559989.69,0.517937264737614,0.045321232662925606,-22.698185421469017
7581,2021-07-21,2021-07-19,IRMD,Iradimed Corp,Susi Roger E.,"Pres, CEO, COB, 10%",S - Sale,33.95,-10000.0,5681050.0,-0.17571449908189174,-339500.0,2,2,192871647.50000003,0.426213034079538,0.02668743543516798,0.8031491553443393
7582,2021-07-21,2021-07-20,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,240.47,-20000.0,28986249.0,-0.06895065956304795,-4809400.0,7,1,6970323297.03,0.3055308045298911,0.007296778973404823,18.1800480202987
7583,2021-07-21,2021-07-19,NTRA,"Natera, Inc.",Chapman Rowan E,Dir,S - Sale+OE,108.32,-3000.0,4856.0,-38.187372708757636,-324960.0,2,2,526001.9199999999,0.30989680656501734,0.035231920717467606,-4.755802214156239
7584,2021-07-21,2021-07-19,CHPT,"Chargepoint Holdings, Inc.","Q-Grg VII (Cp) Investment Partners, LLC","See Remarks, 10%",S - Sale,23.5,-2720000.0,23765058.0,-10.269941640301486,-63920000.0,7,2,558478863.0,0.5248670472105698,0.04561192977422933,-23.07395777122421
7585,2021-07-21,2021-07-20,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,240.54,-5300.0,1963769.0,-0.26916273629822013,-1274862.0,7,1,472364995.26,0.3055308045298911,0.007296778973404823,18.1800480202987
7586,2021-07-21,2021-07-21,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale,70.0,-2600.0,117702438.0,-0.002208911397658272,-182000.0,1,0,8239170660.0,0.2695090748935264,0.019362422387099378,13.211619844674471
7587,2021-07-21,2021-07-19,BWEN,"Broadwind, Inc.",Kushner Stephanie K,Dir,S - Sale,3.95,-27912.0,358306.0,-7.227006509277144,-110252.40000000001,1,2,1415308.7,0.23671807475959783,0.03692018739844039,-31.349209897101726
7588,2021-07-21,2021-07-19,RSSS,"Research Solutions, Inc.",Derycz Peter,"Exec COB, 10%",S - Sale,2.92,-41798.0,3343936.0,-1.2345328959687913,-122050.16,2,2,9764293.12,0.49192035941157153,0.013897696314320647,-9.07787793066753
7589,2021-07-21,2021-07-19,BIGC,"Bigcommerce Holdings, Inc.",Eggerton Lisa,CMO,S - Sale+OE,60.73,-11365.0,69294.0,-14.090182124747393,-690196.45,3,2,4208224.62,0.1458789342991369,0.04491675811901703,-21.34907599302701
7590,2021-07-21,2021-07-19,SSNT,"Silversun Technologies, Inc.","Ault Global Holdings, Inc.",10%,P - Purchase,9.03,40000.0,743000.0,5.689900426742532,361200.0,4,2,6709289.999999999,0.7103759031918733,0.05532114914148907,-38.080263447175646
7591,2021-07-21,2021-07-19,DAL,"Delta Air Lines, Inc.",Taylor David S,Dir,P - Purchase,38.25,3000.0,23580.0,14.577259475218659,114750.0,1,2,901935.0,0.18047058828568988,0.026910439317598484,0.04806384897094442
7592,2021-07-21,2021-07-20,ROK,"Rockwell Automation, Inc",Nardecchia Christopher,"SVP, CIO",S - Sale+OE,295.03,-8929.0,8067.0,-52.53589079783478,-2634322.8699999996,2,1,2380007.01,0.1892771109213448,0.009014399225782222,3.065087050065302
7593,2021-07-21,2021-07-19,SUMO,"Sumo Logic, Inc.",Sayar Ramin,"Pres, CEO",S - Sale+OE,20.1,-100300.0,712142.0,-12.345496663146415,-2016030.0000000002,1,2,14314054.200000001,0.3171135956035655,0.027271820430250514,-19.537413201364522
7594,2021-07-21,2021-07-19,WISH,Contextlogic Inc.,Bahri Rajat,CFO,S - Sale+OE,9.01,-27607.0,836992.0,-3.1930409357401524,-248739.07,7,2,7541297.92,0.12726477768391142,0.036821711768466776,-48.971428871154785
7595,2021-07-21,2021-07-19,PINS,"Pinterest, Inc.",Sharp Evan,"Co-Founder, Chief Design, Cr",S - Sale+OE,66.88,-69194.0,0.0,-100.0,-4627694.72,2,2,0.0,0.18812072895878615,0.017451367585457504,-27.163231869980798
7596,2021-07-21,2021-07-19,MTBC,"Carecloud, Inc.",Snyder Stephen Andrew,Chief Strategy Officer,S - Sale,28.83,-7440.0,0.0,-100.0,-214495.19999999998,1,2,0.0,0.3505772520055865,0.015630879005820716,-2.269859170682151
7597,2021-07-21,2021-07-20,CVNA,Carvana Co.,Garcia Ernest C. II,10%,S - Sale+OE,325.29,-25541.0,72799802.0,-0.035071582155129705,-8308231.890000001,8,1,23681047592.58,0.14774568239474356,0.026541189913513605,-13.963136701684885
7598,2021-07-21,2021-07-20,CVNA,Carvana Co.,Garcia Ernest C. II,10%,S - Sale+OE,316.87,-34459.0,72825343.0,-0.04729494049407381,-10919023.33,8,1,23076166436.41,0.14774568239474356,0.026541189913513605,-13.963136701684885
7599,2021-07-21,2021-07-19,CVNA,Carvana Co.,Garcia Ernest C. II,10%,S - Sale+OE,307.09,-60000.0,72859802.0,-0.08228217624617247,-18425400.0,8,2,22374516596.179996,0.14774568239474356,0.026541189913513605,-13.963136701684885
7600,2021-07-21,2021-07-21,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,344.16,-77300.0,1660846.0,-4.447267375698014,-26603568.000000004,6,0,571596759.36,0.17582429256786208,0.009264787948752063,-5.0020452207532
7601,2021-07-21,2021-07-20,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,339.98,-77300.0,1675846.0,-4.409216345928976,-26280454.0,6,1,569754123.08,0.17582429256786208,0.009264787948752063,-5.0020452207532
7602,2021-07-21,2021-07-19,ADPT,Adaptive Biotechnologies Corp,Robins Harlan S,Chief Scientific Officer,S - Sale+OE,37.47,-11685.0,69360.0,-14.41791597260781,-437836.95,3,2,2598919.1999999997,0.21856837666375903,0.0284673695178708,-13.963932170384028
7603,2021-07-21,2021-07-19,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,336.63,-77300.0,1690846.0,-4.371810925115913,-26021499.0,6,2,569189488.98,0.17582429256786208,0.009264787948752063,-5.0020452207532
7604,2021-07-21,2021-07-19,TSLA,"Tesla, Inc.",Kirkhorn Zachary,CFO,S - Sale,629.73,-1250.0,55507.0,-2.202371513645894,-787162.5,1,2,34954423.11,0.16126879939792677,0.009133323667408922,26.54092707927041
7605,2021-07-21,2021-07-19,WDFC,Wd 40 Co,Ridge Garry O,"CEO, COB",S - Sale,248.46,-48075.0,65986.0,-42.148499487116545,-11944714.5,1,2,16394881.56,0.2850483544987044,0.019572265972688938,-4.536546063482246
7606,2021-07-21,2021-07-19,BLFS,Biolife Solutions Inc,Mathew Aby J.,"EVP, Chief Scientific Off",S - Sale+OE,44.68,-18854.0,209589.0,-8.253262301755798,-842396.72,3,2,9364436.52,0.27228425932938494,0.020725026037133536,-12.786387663406753
7607,2021-07-21,2021-07-21,MPWR,Monolithic Power Systems Inc,Zhou Jeff,Dir,S - Sale,402.51,-1000.0,7009.0,-12.485953302534648,-402510.0,4,0,2821192.59,0.395196156962241,0.02618316377145419,17.584156760814615
7608,2021-07-21,2021-07-20,MPWR,Monolithic Power Systems Inc,Blegen Theodore,CFO,S - Sale,382.77,-1897.0,145854.0,-1.2839168601227742,-726114.69,4,1,55828535.58,0.395196156962241,0.02618316377145419,17.584156760814615
7609,2021-07-21,2021-07-20,NRIX,"Nurix Therapeutics, Inc.",Ring Christine,GC,S - Sale+OE,27.0,-1200.0,805.0,-59.85037406483791,-32400.0,1,1,21735.0,0.4699545370647624,0.08464199859932559,-5.2237044707737015
7610,2021-07-21,2021-07-20,TLS,Telos Corp,Wright Jefferson V.,"EVP, GC",S - Sale,28.18,-25000.0,583930.0,-4.105562215689816,-704500.0,3,1,16455147.4,0.5202164203954861,0.029791341283260754,-3.7153891705023954
7611,2021-07-21,2021-07-19,MAX,"Mediaalpha, Inc.",Perine Robert,"VP, PRODUCT",S - Sale,30.49,-10000.0,4000.0,-71.42857142857143,-304900.0,3,2,121960.0,0.2848293534329637,0.023091209309186247,-45.73418406893693
7612,2021-07-21,2021-07-19,MAX,"Mediaalpha, Inc.",Cramer Keith,See Remarks,S - Sale,30.49,-8500.0,22152.0,-27.730653790943496,-259165.0,3,2,675414.48,0.2848293534329637,0.023091209309186247,-45.73418406893693
7613,2021-07-21,2021-07-20,TLS,Telos Corp,Williams Edward L,"EVP, COO",S - Sale,28.22,-100000.0,1621730.0,-5.8081116086726725,-2822000.0,3,1,45765220.6,0.5202164203954861,0.029791341283260754,-3.7153891705023954
7614,2021-07-21,2021-07-20,SWAV,"Shockwave Medical, Inc.",Watkins Frank T,Dir,S - Sale,170.2,-2000.0,73802.0,-2.6384528112714705,-340400.0,2,1,12561100.399999999,0.5480312030040984,0.022777724573172176,12.495529564707907
7615,2021-07-21,2021-06-28,SSNT,"Silversun Technologies, Inc.",Ault Milton C III,10%,S - Sale,11.98,-500.0,751000.0,-0.0665335994677312,-5990.0,4,23,8996980.0,0.7103759031918733,0.05532114914148907,-38.080263447175646
7616,2021-07-21,2021-07-19,WISH,Contextlogic Inc.,Szulczewski Piotr,"Founder, CEO, 10%",S - Sale+OE,9.01,-83694.0,0.0,-100.0,-754082.94,7,2,0.0,0.12726477768391142,0.036821711768466776,-48.971428871154785
7617,2021-07-21,2021-07-19,WISH,Contextlogic Inc.,Shah Devang,"GC, Secretary",S - Sale+OE,9.0,-11492.0,15552.0,-42.493713947640884,-103428.0,7,2,139968.0,0.12726477768391142,0.036821711768466776,-48.971428871154785
7618,2021-07-21,2021-07-19,WISH,Contextlogic Inc.,Liu Pai,VP of Data Science,S - Sale+OE,9.01,-2730.0,26595.0,-9.309462915601022,-24597.3,7,2,239620.94999999998,0.12726477768391142,0.036821711768466776,-48.971428871154785
7619,2021-07-21,2021-07-19,WISH,Contextlogic Inc.,Just Brett,Chief Accounting Officer,S - Sale+OE,9.0,-1957.0,26674.0,-6.8352485068631905,-17613.0,7,2,240066.0,0.12726477768391142,0.036821711768466776,-48.971428871154785
7620,2021-07-21,2021-07-19,WISH,Contextlogic Inc.,Chuang Peiyen,VP of Operations,S - Sale+OE,9.0,-3407.0,49045.0,-6.495462518111798,-30663.0,7,2,441405.0,0.12726477768391142,0.036821711768466776,-48.971428871154785
7621,2021-07-21,2021-07-21,GOOG,Alphabet Inc.,Pichai Sundar,CEO,S - Sale+OE,2614.63,-3000.0,150137.0,-1.9590301494740003,-7843890.0,1,0,392552704.31,0.22381821576758765,0.008471622272825321,5.939057919102818
7622,2021-07-21,2021-07-19,FTHM,Fathom Holdings Inc.,Harley Joshua,"CEO, 10%",S - Sale,27.1,-11400.0,4911420.0,-0.23157458529867028,-308940.0,2,2,133099482.0,0.49909340494664955,0.02428063226331894,-15.822524488629263
7623,2021-07-21,2021-07-19,CRSP,Crispr Therapeutics AG,Bolzon Bradley J Phd,Dir,S - Sale,126.44,-10000.0,498558.0,-1.9663440551520182,-1264400.0,1,2,63037673.519999996,0.13183190298413303,0.011333143831565676,-23.018405258207853
7624,2021-07-21,2021-07-19,OLMA,"Olema Pharmaceuticals, Inc.",Harmon Cyrus,CTO,S - Sale,25.1,-12000.0,1209574.0,-0.9823391787971911,-301200.0,1,2,30360307.400000002,0.16017180726197958,0.02564235749068461,11.031291728117033
7625,2021-07-21,2021-06-01,BOH,Bank of Hawaii Corp,Ho Peter S,"COB, CEO, Pres",S - Sale+OE,90.19,-5833.0,236067.0,-2.4113269946258784,-526078.27,3,50,21290882.73,0.29128274289521894,0.021953331285576177,-0.4100205816567767
7626,2021-07-21,2021-06-14,BOH,Bank of Hawaii Corp,Shigemura Dean Y,"Vice COB, CFO",S - Sale+OE,89.25,-5833.0,62140.0,-8.581348476601004,-520595.25,3,37,5545995.0,0.29128274289521894,0.021953331285576177,-0.4100205816567767
7627,2021-07-21,2021-07-19,QUOT,Quotient Technology Inc.,Boal Steven R.,"CEO, COB",S - Sale,10.18,-5000.0,4536992.0,-0.1100838574792734,-50900.0,1,2,46186578.56,0.29449829560443347,0.02771723895520778,-44.305107718036176
7628,2021-07-21,2021-07-19,OCGN,"Ocugen, Inc.",Kumar Ramesh,Dir,S - Sale+OE,6.4,-7500.0,0.0,-100.0,-48000.0,2,2,0.0,0.3535483706076269,0.07352516757180233,13.7847884342481
7629,2021-07-21,2021-07-20,ABC,Amerisourcebergen Corp,Collis Steven H,"COB, Pres, CEO",S - Sale+OE,117.66,-12784.0,186825.0,-6.404520838238756,-1504165.44,2,1,21981829.5,0.5464581145622265,0.019764988576565376,1.4041602058883633
7630,2021-07-21,2021-06-07,BOH,Bank of Hawaii Corp,Sellers Mary E,"Vice Chair, CRO",S - Sale+OE,88.71,-5000.0,95972.0,-4.951867844550964,-443549.99999999994,3,44,8513676.12,0.29128274289521894,0.021953331285576177,-0.4100205816567767
7631,2021-07-21,2021-07-19,ABQQ,Ab International Group Corp.,Deng Chiyuan,"CEO, 10%",P - Purchase,0.08,3300000.0,6312733.0,109.53509653859138,264000.0,1,2,505018.64,0.8710956704927358,0.04108899286233113,-57.84145145361901
7632,2021-07-21,2021-07-20,DCT,"Duck Creek Technologies, Inc.",Dey Anirban,"Chief Product, Technology Ofc",S - Sale,43.94,-2000.0,424275.0,-0.4691806932144742,-87880.0,4,1,18642643.5,0.2248600619604527,0.024194977887639385,-10.24444580078125
7633,2021-07-21,2021-07-19,CARG,"Cargurus, Inc.",Steinert Langley,"Exec COB, 10%",S - Sale,27.57,-31098.0,708813.0,-4.20293792091211,-857371.86,3,2,19541974.41,0.08019621851349137,0.02815496449591376,20.007967264175424
7634,2021-07-21,2021-07-19,BAND,Bandwidth Inc.,Murdock John C.,Dir,S - Sale,127.05,-244.0,20409.0,-1.1814264271534403,-31000.2,1,2,2592963.4499999997,0.17443189147200522,0.019762482358461366,-35.892238678668186
7635,2021-07-21,2021-07-19,CHPT,"Chargepoint Holdings, Inc.",Linse Michael,"Dir, 10%",S - Sale,23.5,-6831700.0,10665298.0,-39.04498360232996,-160544950.0,7,2,250634503.0,0.5248670472105698,0.04561192977422933,-23.07395777122421
7636,2021-07-21,2021-07-19,CSTL,Castle Biosciences Inc,Maetzold Derek J,"Pres, Chief Exec. Officer",S - Sale,65.3,-25000.0,913478.0,-2.66388769901905,-1632500.0,1,2,59650113.4,0.24640078580391275,0.023593351570384974,-7.279004348442272
7637,2021-07-21,2021-07-20,COSM,Cosmos Holdings Inc.,Siokas Grigorios,"CEO, 10%",S - Sale,2.32,-273450.0,7051067.0,-3.7333519739253798,-634404.0,2,1,16358475.44,0.7968191040933007,0.04444576274823306,-4.687997775223243
7638,2021-07-21,2021-07-19,PGR,Progressive Corp/oh/,Niederst Lori A,Chief Human Resource Officer,S - Sale,95.29,-9126.0,29419.0,-23.676222596964585,-869616.54,4,2,2803336.5100000002,0.36320956815162003,0.00781361978705389,-3.2382603617457737
7639,2021-07-21,2021-07-20,QURT,"Quarta-Rad, Inc.",Shvetsky Victor,"Chief Ex. Officer, 10%",S - Sale,0.6,-900.0,12310683.0,-0.007310189112155602,-540.0,1,1,7386409.8,2.0,0.2332847208545244,-28.52381439625251
7640,2021-07-21,2021-07-01,OHI,Omega Healthcare Investors Inc,Ballew Neal,Chief Accounting Officer,P - Purchase,36.29,255.0,255.0,0.0,9253.949999999999,1,20,9253.949999999999,0.24910947598863567,0.01211886150467278,-18.097523886143794
7641,2021-07-21,2021-07-19,NWPX,Northwest Pipe Co,Larson Keith R,Dir,S - Sale,27.24,-1000.0,17414.0,-5.430650591940915,-27240.0,1,2,474357.36,0.5881095223930103,0.01392860199359418,-14.996443256599646
7642,2021-07-21,2021-07-20,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1491.57,26.0,377543.0,0.006887107070674963,38780.82,5,1,563131812.51,0.3519287837779974,0.03197969101009594,-20.444534116955026
7643,2021-07-21,2021-07-20,LLY,Eli Lilly & Co,Lilly Endowment Inc,10%,S - Sale,237.06,-15610.0,108848211.0,-0.01433901534652178,-3700506.6,2,1,25803556899.66,0.2662423705055557,0.00867726891604093,-0.13726140210823817
7644,2021-07-21,2021-07-19,COSM,Cosmos Holdings Inc.,Siokas Grigorios,"CEO, 10%",P - Purchase,6.0,208333.0,7324517.0,2.9275943398877824,1249998.0,2,2,43947102.0,0.7968191040933007,0.04444576274823306,-4.687997775223243
7645,2021-07-21,2021-07-19,NTGR,"Netgear, Inc.",Kim Andrew Wonki,"SVP, Legal, Corp Dev",S - Sale+OE,37.04,-782.0,82074.0,-0.9438061214637443,-28965.28,3,2,3040020.96,0.42903551813382385,0.011285319833461037,-10.831856158949968
7646,2021-07-21,2021-07-20,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,250.78,-10781.0,18519279.0,-0.05818113918681321,-2703659.18,3,1,4644264787.62,0.22681264920409855,0.01050987766783811,7.73021399841848
