Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,DeltaOwn,Value,Qty2,Value2
2021-10-05 20:24:57,2021-10-01,SILK,Silk Road Medical Inc,Davis Andrew S.,Chief Commercial Officer,S - Sale+OE,$53.90,"-6,324","70,255",-8%,"-$340,878",#N/A,#N/A
2021-10-05 20:18:24,2021-10-01,PEN,Penumbra Inc,Roberts Johanna,"EVP, Gen. Counsel, Secretary",S - Sale+OE,$261.63,"-2,500","51,324",-5%,"-$654,074",#N/A,#N/A
2021-10-05 20:18:04,2021-10-01,PEN,Penumbra Inc,Pray James Robert,"Pres, International",S - Sale,$261.73,"-5,000","410,009",-1%,"-$1,308,629",#N/A,#N/A
2021-10-05 20:17:45,2021-10-01,PEN,Penumbra Inc,Grewal Harpreet,Dir,S - Sale,$267.06,-634,"11,364",-5%,"-$169,316",#N/A,#N/A
2021-10-05 20:17:27,2021-10-01,PEN,Penumbra Inc,Wilder Thomas,Dir,S - Sale,$267.06,-80,"4,087",-2%,"-$21,365",#N/A,#N/A
2021-10-05 20:17:09,2021-10-01,PEN,Penumbra Inc,Rothman Lynn,"EVP, Chief Business Officer",S - Sale+OE,$261.70,"-5,300","134,444",-4%,"-$1,387,008",#N/A,#N/A
2021-10-05 20:15:53,2021-10-01,UTZ,"Utz Brands, Inc.","Cc Collier Holdings, LLC",10%,S - Sale,$16.64,"-112,500","5,179,900",-2%,"-$1,872,090",#N/A,#N/A
2021-10-05 20:15:32,2021-10-01,UTZ,"Utz Brands, Inc.",Chu Chinh,10%,S - Sale,$16.64,"-112,500","5,179,900",-2%,"-$1,872,090",#N/A,#N/A
2021-10-05 20:01:53,2021-10-01,WRBY,Warby Parker Inc.,Blumenthal Neil Harris,"Co-CEO, 10%",S - Sale,$53.22,"-200,000","2,011,167",-9%,"-$10,644,000",#N/A,#N/A
2021-10-05 20:01:21,2021-10-01,WRBY,Warby Parker Inc.,Miller Steven Clive,CFO,S - Sale+OE,$53.43,"-178,189",0,-100%,"-$9,520,245",#N/A,#N/A
2021-10-05 20:01:10,2021-10-04,HCAT,"Health Catalyst, Inc.",Hinton Bryan Richard,CTO,S - Sale+OE,$49.00,-106,"18,750",-1%,"-$5,194",#N/A,#N/A
2021-10-05 20:01:02,2021-10-01,HCAT,"Health Catalyst, Inc.",Llewelyn Linda,Chief People Officer,S - Sale+OE,$49.46,"-3,259","34,548",-9%,"-$161,203",#N/A,#N/A
2021-10-05 20:00:47,2021-10-01,HCAT,"Health Catalyst, Inc.",Orenstein Daniel H.,GC,S - Sale+OE,$49.21,"-2,500","75,546",-3%,"-$123,014",#N/A,#N/A
2021-10-05 20:00:26,2021-10-01,WRBY,Warby Parker Inc.,Raider Jeffrey Jacob,Dir,S - Sale,$53.38,"-455,100","3,131,379",-13%,"-$24,295,275",#N/A,#N/A
2021-10-05 19:55:47,2021-10-01,ZIP,"Ziprecruiter, Inc.",Dionello Renata,Chief People Officer,S - Sale+OE,$26.22,"-10,732","62,815",-15%,"-$281,393",#N/A,#N/A
2021-10-05 19:53:33,2021-10-04,DASH,"Doordash, Inc.",Brown Shona L,Dir,S - Sale,$198.98,"-1,250","98,879",-1%,"-$248,724",#N/A,#N/A
2021-10-05 19:53:15,2021-10-01,UVE,"Universal Insurance Holdings, Inc.",Downes Sean P,Dir,S - Sale,$12.90,"-20,000","1,428,631",-1%,"-$258,014",#N/A,#N/A
2021-10-05 19:52:45,2021-10-04,DASH,"Doordash, Inc.",Xu Tony,"CEO, 10%",S - Sale+OE,$198.51,"-80,000",0,-100%,"-$15,880,863",#N/A,#N/A
2021-10-05 19:47:10,2021-10-01,AMWL,American Well Corp,Schoenberg Ido,"COB, co-CEO, 10%",S - Sale+OE,$8.95,"-107,000","3,556,007",-3%,"-$957,350",#N/A,#N/A
2021-10-05 19:45:41,2021-10-01,AMWL,American Well Corp,Schoenberg Roy,"Pres, co-CEO, 10%",S - Sale+OE,$8.95,"-107,000","3,077,731",-3%,"-$957,350",#N/A,#N/A
2021-10-05 19:37:50,2021-10-01,ANET,"Arista Networks, Inc.",Taxay Marc,"SVP, GC",S - Sale+OE,$345.00,-501,0,-100%,"-$172,845",#N/A,#N/A
2021-10-05 19:37:36,2021-10-01,ANET,"Arista Networks, Inc.",Mather Ann,Dir,S - Sale+OE,$345.00,-417,586,-42%,"-$143,865",#N/A,#N/A
2021-10-05 19:37:25,2021-10-01,ANET,"Arista Networks, Inc.",Giancarlo Charles H,Dir,S - Sale,$344.89,"-1,665","61,959",-3%,"-$574,242",#N/A,#N/A
2021-10-05 19:37:23,2021-10-01,SNOW,Snowflake Inc.,Degnan Christopher William,Chief Revenue Officer,S - Sale+OE,$302.50,"-38,344","544,511",-7%,"-$11,599,124",#N/A,#N/A
2021-10-05 19:33:02,2021-10-01,EVRI,Everi Holdings Inc.,Congemi Ronald V,Dir,S - Sale+OE,$26.17,"-15,000","16,000",-48%,"-$392,500",#N/A,#N/A
2021-10-05 19:32:43,2021-10-04,VMW,"Vmware, Inc.",Olli Amy Fliegelman,"EVP, GC, Secretary",S - Sale,$151.15,"-2,266","66,921",-3%,"-$342,506",#N/A,#N/A
2021-10-05 19:32:06,2021-10-01,PGNY,"Progyny, Inc.",Anevski Peter,"Pres, COO",S - Sale+OE,$57.52,"-82,500","488,617",-14%,"-$4,745,605",#N/A,#N/A
2021-10-05 19:28:41,2021-10-01,PGNY,"Progyny, Inc.",Schlanger David J,CEO,S - Sale+OE,$57.53,"-150,000",0,-100%,"-$8,628,743",#N/A,#N/A
2021-10-05 19:27:46,2021-10-04,LBRT,Liberty Oilfield Services Inc.,Wright Christopher A,"COB, CEO",S - Sale,$13.13,"-25,500","3,477,552",-1%,"-$334,815",#N/A,#N/A
2021-10-05 19:21:54,2021-10-01,CUE,"Cue Biopharma, Inc.",Millar Kerri-Ann,CFO,S - Sale+OE,$14.21,"-1,251","10,472",-11%,"-$17,783",#N/A,#N/A
2021-10-05 19:20:39,2021-10-01,SMAR,Smartsheet Inc,Arntz Michael,Chief Revenue Officer,S - Sale+OE,$69.02,"-7,000","10,769",-39%,"-$483,140",#N/A,#N/A
2021-10-05 19:18:07,2021-10-01,LBRT,Liberty Oilfield Services Inc.,Stock Michael,CFO,S - Sale,$12.78,"-120,000","846,727",-12%,"-$1,533,545",#N/A,#N/A
2021-10-05 19:17:29,2021-10-01,QNST,"Quinstreet, Inc",Valenti Douglas,CEO,S - Sale,$17.61,"-69,427","3,189,083",-2%,"-$1,222,842",#N/A,#N/A
2021-10-05 19:17:19,2021-10-01,CVEO,Civeo Corp,Torgerson Lance,10%,S - Sale,$22.18,"-14,793","2,069,048",-1%,"-$328,176",#N/A,#N/A
2021-10-05 19:14:05,2021-10-01,ASAN,"Asana, Inc.",Moskovitz Dustin A.,"Pres, CEO, Chair, 10%",P - Purchase,$99.96,#ERROR!,"9,360,961",0.06,#ERROR!,500000,49981963
2021-10-05 19:10:09,2021-10-04,MXL,Maxlinear Inc,Litchfield Steven G,See remarks,P - Purchase,$47.99,#ERROR!,"124,801",0.09,#ERROR!,10414,499730
2021-10-05 19:08:38,2021-10-01,ZI,Zoominfo Technologies Inc.,Brown Kirk Norman,10%,S - Sale+OE,$60.88,"-494,000","11,582,303",-4%,"-$30,076,488",#N/A,#N/A
2021-10-05 19:06:59,2021-10-01,ETSY,Etsy Inc,Scott Ryan M.,CMO,S - Sale+OE,$202.96,"-8,372",0,-100%,"-$1,699,193",#N/A,#N/A
2021-10-05 19:04:55,2021-10-01,DVAX,Dynavax Technologies Corp,Novack David F,"Pres, COO",S - Sale,$18.23,"-17,000","67,066",-20%,"-$309,844",#N/A,#N/A
2021-10-05 19:03:38,2021-10-01,ETSY,Etsy Inc,Glaser Rachel C,CFO,S - Sale+OE,$202.26,"-13,500","36,975",-27%,"-$2,730,483",#N/A,#N/A
2021-10-05 19:02:11,2021-10-01,PLTR,Palantir Technologies Inc.,Moore Alexander D.,Dir,S - Sale,$24.11,"-34,000","2,146,626",-2%,"-$819,805",#N/A,#N/A
2021-10-05 19:00:59,2021-10-01,ETSY,Etsy Inc,Buckley Merilee,Chief Accounting Officer,S - Sale+OE,$202.12,"-1,933",72,-96%,"-$390,705",#N/A,#N/A
2021-10-05 19:00:22,2021-10-01,HYLN,Hyliion Holdings Corp.,Pang Stephen S.,Dir,S - Sale,$8.12,"-225,000","73,574",-75%,"-$1,827,023",#N/A,#N/A
2021-10-05 19:00:18,2021-10-01,HYLN,Hyliion Holdings Corp.,Olkkola Edward E,Dir,S - Sale+OE,$8.13,"-100,000","998,170",-9%,"-$813,000",#N/A,#N/A
2021-10-05 19:00:11,2021-10-01,HYLN,Hyliion Holdings Corp.,Cubbage Vincent T.,Dir,S - Sale,$8.13,"-100,000","940,018",-10%,"-$812,960",#N/A,#N/A
2021-10-05 18:54:41,2021-10-01,ZI,Zoominfo Technologies Inc.,"Do Holdings (Wa), LLC",10%,S - Sale+OE,$60.88,"-494,000","26,397,535",-2%,"-$30,076,488",#N/A,#N/A
2021-10-05 18:52:38,2021-10-01,EVER,"Everquote, Inc.",Neumeier Elyse,Chief People Officer,S - Sale,$18.73,-265,"46,218",-1%,"-$4,963",#N/A,#N/A
2021-10-05 18:51:46,2021-10-01,CTLT,"Catalent, Inc.",Pravda Ricardo,"SVP, CHRO",S - Sale+OE,$132.68,"-4,906","11,747",-29%,"-$650,928",#N/A,#N/A
2021-10-05 18:51:26,2021-10-01,CTLT,"Catalent, Inc.",Grippo Michael J,"SVP, Strategy, Corp. Dev.",S - Sale,$131.66,"-2,055","12,502",-14%,"-$270,557",#N/A,#N/A
2021-10-05 18:51:11,2021-10-01,CTLT,"Catalent, Inc.",Chiminski John R,"Chair, CEO",S - Sale+OE,$130.90,"-152,637","142,073",-52%,"-$19,979,610",#N/A,#N/A
2021-10-05 18:47:56,2021-10-01,TTD,"Trade Desk, Inc.",Grayson Blake Jeffrey,CFO,S - Sale+OE,$70.03,"-16,609","206,230",-7%,"-$1,163,128",#N/A,#N/A
2021-10-05 18:47:31,2021-10-01,CWK,Cushman & Wakefield Plc,White W Brett,"Exec COB, CEO",S - Sale+OE,$18.77,"-50,616","928,867",-5%,"-$950,183",#N/A,#N/A
2021-10-05 18:44:42,2021-10-04,AAPL,Apple Inc.,Williams Jeffrey E,COO,S - Sale+OE,$138.83,"-165,829","489,490",-25%,"-$23,022,040",#N/A,#N/A
2021-10-05 18:44:24,2021-10-01,INVE,"Identiv, Inc.",Ousley James E,Dir,S - Sale,$19.15,"-16,665","261,110",-6%,"-$319,163",#N/A,#N/A
2021-10-05 18:43:39,2021-09-20,ORCL,Oracle Corp,Fairhead Rona Alison,Dir,P - Purchase,$85.12,#ERROR!,"23,957",0.06,#ERROR!,1286,109464
2021-10-05 18:43:32,2021-10-04,AAPL,Apple Inc.,O'Brien Deirdre,SVP,S - Sale+OE,$138.83,"-89,437","136,118",-40%,"-$12,416,539",#N/A,#N/A
2021-10-05 18:38:36,2021-10-01,ASAN,"Asana, Inc.",Lacey Eleanor B,"GC, Corporate Secretary",S - Sale+OE,$100.41,"-17,480","129,359",-12%,"-$1,755,134",#N/A,#N/A
2021-10-05 18:36:53,2021-10-04,ABM,Abm Industries Inc /de/,Chavez Linda,Dir,S - Sale,$47.01,"-2,532","11,290",-18%,"-$119,021",#N/A,#N/A
2021-10-05 18:33:47,2021-10-01,EWTX,"Edgewise Therapeutics, Inc.",Russell Alan J,Chief Scientific Officer,S - Sale,$18.24,"-5,778","173,322",-3%,"-$105,409",#N/A,#N/A
2021-10-05 18:28:13,2021-10-01,DXCM,Dexcom Inc,Foletta Mark G,Dir,S - Sale,$543.09,-500,"14,651",-3%,"-$271,547",#N/A,#N/A
2021-10-05 18:27:59,2021-10-04,VCRA,"Vocera Communications, Inc.",O'Keefe Sharon,Dir,S - Sale,$44.75,"-3,000","47,066",-6%,"-$134,249",#N/A,#N/A
2021-10-05 18:21:29,2021-10-05,NUS,"Nu Skin Enterprises, Inc.",Bettinger Jeffrey Clark,"SVP, People, Places Officer",S - Sale,$41.10,"-1,625","16,068",-9%,"-$66,788",#N/A,#N/A
2021-10-05 18:20:35,2021-09-28,ATAO,Altair International Corp.,Lovallo Leonard,Pres,S - Sale,$0.06,"-150,000","29,730,000",-1%,"-$8,558",#N/A,#N/A
2021-10-05 18:17:40,2021-10-01,CORT,Corcept Therapeutics Inc,Maduck Sean,Chief Commercial Officer,S - Sale+OE,$20.00,"-25,000","60,024",-29%,"-$500,115",#N/A,#N/A
2021-10-05 18:16:20,2021-10-01,PSTX,"Poseida Therapeutics, Inc.",Ostertag Eric,"CEO, 10%",S - Sale,$7.02,"-20,029","5,794,256",0%,"-$140,604",#N/A,#N/A
2021-10-05 18:14:55,2021-10-05,DPW,"Ault Global Holdings, Inc.",Ault Milton C III,Exec COB,P - Purchase,$2.49,#ERROR!,"4,381,533",0.04,#ERROR!,150000,373845
2021-10-05 18:05:24,2021-10-01,MASS,908 Devices Inc.,Knopp Kevin J.,"Pres, CEO",S - Sale,$33.65,"-20,000","1,278,061",-2%,"-$673,019",#N/A,#N/A
2021-10-05 18:01:37,2021-10-05,BL,"Blackline, Inc.",Tucker Therese,Exec Chair,S - Sale,$117.33,"-10,000","4,433,776",0%,"-$1,173,318",#N/A,#N/A
2021-10-05 17:59:25,2021-10-01,CTSH,Cognizant Technology Solutions Corp,Schmitt Becky,"EVP, Chief People Officer",S - Sale,$74.63,"-2,696","20,326",-12%,"-$201,202",#N/A,#N/A
2021-10-05 17:59:07,2021-10-04,CARG,"Cargurus, Inc.",Eldridge Andrea Lee,Chief People Officer,S - Sale,$31.18,-923,"44,808",-2%,"-$28,779",#N/A,#N/A
2021-10-05 17:59:02,2021-10-01,ADSK,"Autodesk, Inc.",Hope Stephen W.,"VP, Chief Accounting Officer",S - Sale,$283.06,-86,"4,321",-2%,"-$24,343",#N/A,#N/A
2021-10-05 17:56:11,2021-10-04,CARG,"Cargurus, Inc.",Caputo Thomas Michael,Chief Product Officer,S - Sale,$31.17,"-4,489","189,369",-2%,"-$139,922",#N/A,#N/A
2021-10-05 17:55:27,2021-10-01,CARG,"Cargurus, Inc.",Steinert Langley,"Exec COB, 10%",S - Sale,$31.84,"-62,196","951,374",-6%,"-$1,980,416",#N/A,#N/A
2021-10-05 17:49:25,2021-10-01,SNEX,Stonex Group Inc.,Oconnor Sean Michael,"CEO, Pres",S - Sale+OE,$66.10,"-14,912","1,186,511",-1%,"-$985,743",#N/A,#N/A
2021-10-05 17:48:50,2021-10-01,MDB,"Mongodb, Inc.",Hazard Charles M Jr,Dir,S - Sale,$470.70,"-2,017","80,793",-2%,"-$949,407",#N/A,#N/A
2021-10-05 17:47:18,2021-10-01,ROKU,"Roku, Inc",Wood Anthony J.,"CEO, COB BOD, 10%",S - Sale+OE,$310.22,"-85,000","61,000",-58%,"-$26,368,445",#N/A,#N/A
2021-10-05 17:46:36,2021-10-01,MDB,"Mongodb, Inc.",Merriman Dwight A,Dir,S - Sale,$464.83,"-17,000","1,945,405",-1%,"-$7,902,163",#N/A,#N/A
2021-10-05 17:46:16,2021-10-04,MDB,"Mongodb, Inc.",Porter Mark,CTO,S - Sale,$444.36,"-2,754","29,912",-8%,"-$1,223,761",#N/A,#N/A
2021-10-05 17:46:02,2021-10-04,MDB,"Mongodb, Inc.",Gordon Michael Lawrence,"COO, CFO",S - Sale,$460.63,"-7,176","103,038",-7%,"-$3,305,501",#N/A,#N/A
2021-10-05 17:45:37,2021-10-04,MDB,"Mongodb, Inc.",Ittycheria Dev,"Pres, CEO",S - Sale,$460.55,"-12,599","208,036",-6%,"-$5,802,439",#N/A,#N/A
2021-10-05 17:45:27,2021-10-04,MDB,"Mongodb, Inc.",Bull Thomas,Principal Accounting Officer,S - Sale,$460.64,-580,"16,916",-3%,"-$267,170",#N/A,#N/A
2021-10-05 17:44:22,2021-10-01,ISBA,Isabella Bank Corp,Schwind Jerome E,Pres,P - Purchase,$24.73,24,"15,137",0%,#ERROR!,24,600
2021-10-05 17:43:55,2021-10-01,PRAX,"Praxis Precision Medicines, Inc.",Bsof Parallel Master Fund L.P.,10%,S - Sale,$19.14,"-46,546","5,294,109",-1%,"-$890,904",#N/A,#N/A
2021-10-05 17:43:20,2021-10-01,CRVL,Corvel Corp,Clemons V Gordon,COB,S - Sale,$188.18,"-6,000","1,432,207",0%,"-$1,129,078",#N/A,#N/A
2021-10-05 17:42:47,2021-10-01,ISBA,Isabella Bank Corp,Smith Julie A,"VP, CTO",P - Purchase,$24.73,6,152,0.04,#ERROR!,6,150
2021-10-05 17:39:29,2021-10-04,SQ,"Square, Inc.",Whiteley Sivan,"Gen. Counsel, Corp. Secretary",S - Sale,$226.10,"-7,023","90,287",-7%,"-$1,587,900",#N/A,#N/A
2021-10-05 17:39:24,2021-10-01,EXLS,"Exlservice Holdings, Inc.",Bhalla Vikas,"EVP, Head of Outsourcing",S - Sale,$123.11,"-2,661","7,486",-26%,"-$327,596",#N/A,#N/A
2021-10-05 17:38:33,2021-10-01,TRUP,"Trupanion, Inc.",Friedman Gavin,"EVP, People, Legal",S - Sale,$78.30,-400,826,-33%,"-$31,320",#N/A,#N/A
2021-10-05 17:37:29,2021-10-01,ISBA,Isabella Bank Corp,Gill Jennifer L,"VP, Controller",P - Purchase,$24.73,3,"1,079",0%,#ERROR!,3,75
2021-10-05 17:33:51,2021-10-04,FMBM,F&m Bank Corp,Russell Kevin A.,Executive Vice President,P - Purchase,$28.45,404,"1,343",0.43,#ERROR!,404,11480
2021-10-05 17:31:21,2021-10-04,SQ,"Square, Inc.",Ahuja Amrita,CFO,S - Sale+OE,$226.49,"-4,104","135,698",-3%,"-$929,516",#N/A,#N/A
2021-10-05 17:30:22,2021-10-01,IBKR,"Interactive Brokers Group, Inc.",Frank Thomas Aj,CIO,S - Sale,$64.04,"-37,146","1,533,159",-2%,"-$2,378,884",#N/A,#N/A
2021-10-05 17:29:36,2021-10-01,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,$64.06,"-40,000","5,707,511",-1%,"-$2,562,375",#N/A,#N/A
2021-10-05 17:26:56,2021-10-01,EXAS,Exact Sciences Corp,Conroy Kevin T,"Pres, CEO",S - Sale,$93.64,"-17,078","772,999",-2%,"-$1,599,184",#N/A,#N/A
2021-10-05 17:24:55,2021-10-04,MXC,Mexco Energy Corp,McComic Tammy,Pres,S - Sale+OE,$14.66,"-12,000","56,215",-18%,"-$175,898",#N/A,#N/A
2021-10-05 17:24:32,2021-10-01,ITRI,"Itron, Inc.",Ziegler Lynda L.,Dir,S - Sale,$76.37,-600,"14,017",-4%,"-$45,822",#N/A,#N/A
2021-10-05 17:23:59,2021-10-01,KAI,Kadant Inc,Powell Jeffrey L,"Pres, CEO",S - Sale+OE,$206.26,"-7,916","34,661",-19%,"-$1,632,711",#N/A,#N/A
2021-10-05 17:23:44,2021-10-04,MXC,Mexco Energy Corp,Hardin Stacy D.,SECRETARY,S - Sale+OE,$13.88,"-5,100","5,849",-47%,"-$70,763",#N/A,#N/A
2021-10-05 17:22:02,2021-10-01,CABO,"Cable One, Inc.",Laulis Julia M.,"COB, Pres, CEO",S - Sale+OE,"$1,811.00",-329,"9,536",-3%,"-$595,819",#N/A,#N/A
2021-10-05 17:21:33,2021-10-04,FMBM,F&m Bank Corp,Hanna Mark Christopher,President & CEO,P - Purchase,$28.45,54,"10,379",0.01,#ERROR!,54,1523
2021-10-05 17:21:23,2021-10-01,TDUP,Thredup Inc.,Marino Anthony Salvatore,Pres,S - Sale+OE,$20.83,"-30,000",0,-100%,"-$625,005",#N/A,#N/A
2021-10-05 17:19:51,2021-10-04,MXC,Mexco Energy Corp,Decker Thomas H,Dir,S - Sale,$16.58,"-5,000","28,000",-15%,"-$82,910",#N/A,#N/A
2021-10-05 17:19:40,2021-10-01,HPQ,Hp Inc,Lores Enrique,"Pres, CEO",S - Sale,$27.53,"-34,000","498,050",-6%,"-$936,020",#N/A,#N/A
2021-10-05 17:19:07,2021-10-04,PRGS,Progress Software Corp /ma,Segal Jeremy,EVP,S - Sale+OE,$49.30,"-1,281",0,-100%,"-$63,155",#N/A,#N/A
2021-10-05 17:18:52,2021-10-04,PI,Impinj Inc,Diorio Chris Ph.D.,CEO,S - Sale+OE,$53.78,"-1,603","936,419",0%,"-$86,215",#N/A,#N/A
2021-10-05 17:16:06,2021-10-04,YMAB,"Y-Mabs Therapeutics, Inc.",Kruse Bo,"EVP, CFO, Secretary, Treas.",S - Sale,$28.78,"-4,000","217,077",-2%,"-$115,120",#N/A,#N/A
2021-10-05 17:14:34,2021-10-04,FMBM,F&m Bank Corp,Shillingburg Stephanie E,Executive Vice President,P - Purchase,$28.45,6,"8,878",0%,#ERROR!,6,182
2021-10-05 17:14:07,2021-10-04,CCF,Chase Corp,Chase Adam,"Pres, CEO",S - Sale,$101.54,"-1,000","336,231",0%,"-$101,540",#N/A,#N/A
2021-10-05 17:11:50,2021-10-01,MLVF,"Malvern Bancorp, Inc.",Scartozzi Stephen P,Dir,P - Purchase,$17.09,200,"18,592",0.01,#ERROR!,200,3421
2021-10-05 17:11:35,2021-10-01,NCNO,"Ncino, Inc.",Lunsford Jeffrey W,Dir,S - Sale,$71.25,"-6,000","250,693",-2%,"-$427,492",#N/A,#N/A
2021-10-05 17:11:29,2021-10-01,MLVF,"Malvern Bancorp, Inc.",Leitzell Cynthia F,Dir,P - Purchase,$17.09,229,"19,389",0.01,#ERROR!,229,3918
2021-10-05 17:11:25,2021-10-01,XPEL,"Xpel, Inc.",Crumly Richard K.,"Dir, 10%",S - Sale,$73.69,"-39,000","3,331,199",-1%,"-$2,873,770",#N/A,#N/A
2021-10-05 17:09:24,2021-10-01,MLVF,"Malvern Bancorp, Inc.",Kent Howard,Dir,P - Purchase,$17.09,282,"197,938",0%,#ERROR!,282,4819
2021-10-05 17:09:19,2021-10-05,WNC,Wabash National Corp,Yeagy Brent L,"Pres, CEO",S - Sale,$16.00,"-1,836","391,501",0%,"-$29,376",#N/A,#N/A
2021-10-05 17:08:05,2021-10-01,MLVF,"Malvern Bancorp, Inc.",Fish Andrew D.,Dir,P - Purchase,$17.09,214,"12,704",0.02,#ERROR!,214,3660
2021-10-05 17:07:09,2021-10-04,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$269.30,"-20,000","28,986,249",0%,"-$5,385,971",#N/A,#N/A
2021-10-05 17:06:00,2021-10-01,MLVF,"Malvern Bancorp, Inc.",Feinstein Norman,Dir,P - Purchase,$17.09,228,"18,310",0.01,#ERROR!,228,3898
2021-10-05 17:05:23,2021-10-04,NVAX,Novavax Inc,Erck Stanley C,"Pres, CEO",S - Sale+OE,$176.15,"-42,829","23,879",-64%,"-$7,544,195",#N/A,#N/A
2021-10-05 17:04:46,2021-10-01,FDS,Factset Research Systems Inc,Robie Robert J.,"EVP, Head of Trading, Analytic",S - Sale+OE,$392.45,"-3,049",598,-84%,"-$1,196,584",#N/A,#N/A
2021-10-05 17:04:44,2021-10-01,MLVF,"Malvern Bancorp, Inc.",Corelli Julia D,Dir,P - Purchase,$17.09,200,"16,261",0.01,#ERROR!,200,3421
2021-10-05 17:04:01,2021-10-01,NVAX,Novavax Inc,Erck Stanley C,"Pres, CEO",S - Sale+OE,$175.10,"-49,000","23,879",-67%,"-$8,580,064",#N/A,#N/A
2021-10-05 17:03:48,2021-10-01,MLVF,"Malvern Bancorp, Inc.",Barrett James W,Dir,P - Purchase,$17.09,200,"19,264",0.01,#ERROR!,200,3421
2021-10-05 17:03:35,2021-10-01,ZNGA,Zynga Inc,Ryan Jeffrey Miles,Chief People Officer,S - Sale,$7.55,"-2,202","29,832",-7%,"-$16,625",#N/A,#N/A
2021-10-05 17:02:29,2021-10-01,NVAX,Novavax Inc,Herrmann John A III,"EVP, GC",S - Sale+OE,$174.89,"-5,000","4,507",-53%,"-$874,452",#N/A,#N/A
2021-10-05 17:02:14,2021-10-01,MPWR,Monolithic Power Systems Inc,Tseng Saria,"VP, GC",S - Sale,$476.16,"-4,330","254,554",-2%,"-$2,061,773",#N/A,#N/A
2021-10-05 17:02:10,2021-10-01,MPWR,Monolithic Power Systems Inc,Hsing Michael,CEO,S - Sale,$476.16,"-11,020","1,121,236",-1%,"-$5,247,283",#N/A,#N/A
2021-10-05 17:01:48,2021-10-01,MPWR,Monolithic Power Systems Inc,Blegen Theodore,CFO,S - Sale,$476.16,-910,"138,297",-1%,"-$433,306",#N/A,#N/A
2021-10-05 17:01:43,2021-10-01,APRE,"Aprea Therapeutics, Inc.",Abrahmsen Lars B.,"SVP, Chief Scientific Officer",S - Sale+OE,$4.89,"-50,000","19,000",-72%,"-$244,500",#N/A,#N/A
2021-10-05 17:01:11,2021-10-01,MPWR,Monolithic Power Systems Inc,Sciammas Maurice,"SVPof Sales, Marketing",S - Sale,$476.16,"-4,330","328,887",-1%,"-$2,061,773",#N/A,#N/A
2021-10-05 17:01:11,2021-10-01,APRE,"Aprea Therapeutics, Inc.",Korbel Gregory Alan,"SVP, Chief Business Officer",S - Sale+OE,$4.89,"-27,500","17,167",-62%,"-$134,475",#N/A,#N/A
2021-10-05 17:00:28,2021-10-01,BCYP,Big Cypress Acquisition Corp.,Spragens Jeffrey G,Dir,P - Purchase,$10.07,#ERROR!,"13,000",New,#ERROR!,13000,130910
2021-10-05 17:00:20,2021-10-01,BCYP,Big Cypress Acquisition Corp.,Katz Ilan,"Dir, 10%",P - Purchase,$10.09,#ERROR!,"3,048,825",0%,#ERROR!,1000,10090
2021-10-05 17:00:01,2021-10-04,MAA,Mid America Apartment Communities Inc.,Campbell Albert M III,"EVP, CFO",S - Sale,$188.32,"-10,000","67,164",-13%,"-$1,883,225",#N/A,#N/A
2021-10-05 16:59:41,2021-10-01,APR,"Apria, Inc.",Walker Robert P.,"EVP, Managed Care",S - Sale,$35.41,"-5,421","19,231",-22%,"-$191,936",#N/A,#N/A
2021-10-05 16:58:40,2021-10-01,S,"Sentinelone, Inc.",Harari Efraim,Chief of Staff,S - Sale+OE,$55.00,"-80,000",0,-100%,"-$4,400,000",#N/A,#N/A
2021-10-05 16:55:40,2021-10-01,APR,"Apria, Inc.",Figueroa John G.,Dir,S - Sale,$35.40,"-21,600","543,203",-4%,"-$764,587",#N/A,#N/A
2021-10-05 16:55:03,2021-10-04,MAA,Mid America Apartment Communities Inc.,Grimes Thomas L Jr,"EVP, COO",S - Sale,$188.63,"-10,000","66,936",-13%,"-$1,886,282",#N/A,#N/A
2021-10-05 16:55:00,2021-10-01,TXG,"10X Genomics, Inc.",McAnear Justin J.,CFO,S - Sale+OE,$143.52,"-10,000","39,100",-20%,"-$1,435,221",#N/A,#N/A
2021-10-05 16:53:29,2021-10-01,TXG,"10X Genomics, Inc.",Hindson Benjamin J.,See Remarks,S - Sale+OE,$143.56,"-41,666","47,117",-47%,"-$5,981,460",#N/A,#N/A
2021-10-05 16:53:11,2021-10-01,CCCC,"C4 Therapeutics, Inc.",Crystal Adam,Chief Medical Officer,S - Sale+OE,$45.43,"-15,000",0,-100%,"-$681,438",#N/A,#N/A
2021-10-05 16:52:45,2021-10-01,TMDX,"Transmedics Group, Inc.",Carey John F,VP of Operations,S - Sale+OE,$32.33,"-1,680",0,-100%,"-$54,317",#N/A,#N/A
2021-10-05 16:51:01,2021-10-01,WOW,"Wideopenwest, Inc.",Brunick David,CHRO,S - Sale,$20.00,"-2,000","255,789",-1%,"-$40,000",#N/A,#N/A
2021-10-05 16:50:19,2021-10-01,ALGM,"Allegro Microsystems, Inc.",Doogue Michael,"SVP of Technology, Products",S - Sale,$31.54,"-16,739","328,865",-5%,"-$527,948",#N/A,#N/A
