,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value,NumTrades,NumTradesCAT,TradeToFileTime,TradeToFileTimeCAT,%VolumeChange,%VolumeChangeCAT,%FuturePriceChange
3248,2021-06-16,2021-06-14,CONN,Conns Inc,Arden Jewell Stephens 2012 Trust,10%,S - Sale,28.28,-955.0,49800.0,-1.8815880208846418,-27007.4,18,>2,2,>1,3.3158107561665995,0 to 10%,-9.367272676277707
3249,2021-06-16,2021-06-15,XDSL,"Mphase Technologies, Inc.",Bhatnagar Anshu,CEO,P - Purchase,0.42,360000.0,40676351.0,0.8929379546278878,151200.0,1,1,1,1,-88.56252989139944,<-10%,-3.6643046741383833
3250,2021-06-16,2021-06-14,WMT,Walmart Inc.,Walton Alice L,10%,S - Sale,139.27,-3095606.0,1344519853.0,-0.2297098908539606,-431125047.62,3,>2,2,>1,48.98640258288837,>10%,-1.4436717576768456
3251,2021-06-16,2021-06-15,LII,Lennox International Inc,Young Douglas L,"EVP, Pres, COO RHC",S - Sale,334.97,-8704.0,55217.0,-13.616808247680732,-2915578.8800000004,1,1,1,1,-25.79795985521553,<-10%,-2.2886326985767225
3252,2021-06-16,2021-06-15,NVDA,Nvidia Corp,Burgess Robert K,Dir,S - Sale+OE,713.22,-4000.0,7035.0,-36.248300860897146,-2852880.0,2,2,1,1,26.37183580763027,>10%,6.044272144104008
3253,2021-06-16,2021-06-14,CONN,Conns Inc,"W.R. Stephens, III 2012 Trust",10%,S - Sale,28.28,-935.0,49800.0,-1.8429092342564304,-26441.8,18,>2,2,>1,3.3158107561665995,0 to 10%,-9.367272676277707
3254,2021-06-16,2021-06-14,SDGR,"Schrodinger, Inc.",Shaw David E,10%,S - Sale,75.25,-141072.0,7308614.0,-1.893663706094458,-10615668.0,2,2,2,>1,13.013351360486734,>10%,3.154783919337561
3255,2021-06-16,2021-06-14,FRPT,"Freshpet, Inc.",Morris Scott James,"Pres, COO",S - Sale,167.85,-1997.0,138351.0,-1.4228916692792202,-335196.45,1,1,2,>1,21.77257525083612,>10%,-1.7396608501627107
3256,2021-06-16,2021-06-15,CNC,Centene Corp,Ayala Orlando,Dir,S - Sale,69.01,-30000.0,100261.0,-23.030684548713737,-2070300.0000000002,2,2,1,1,223.60300499835384,>10%,2.327175362288541
3257,2021-06-16,2021-06-14,WMT,Walmart Inc.,Walton Jim C,10%,S - Sale,139.27,-3095606.0,1348278397.0,-0.22907100426143095,-431125047.62,3,>2,2,>1,48.98640258288837,>10%,-1.4436717576768456
3258,2021-06-16,2021-06-15,ELVT,"Elevate Credit, Inc.",Greever Scott,Chief Product Officer,S - Sale,3.7,-5000.0,86156.0,-5.485102461713985,-18500.0,2,2,1,1,59.157986111111114,>10%,-3.33333618620515
3259,2021-06-16,2021-06-16,SIBN,"Si-Bone, Inc.",Hinckley Gregory K,Dir,S - Sale+OE,31.46,-1179.0,146997.0,-0.7956754130223518,-37091.340000000004,2,2,0,0,-33.064857990674014,<-10%,-2.955041315594491
3260,2021-06-16,2021-06-14,NVTA,Invitae Corp,Nussbaum Robert L,Chief Medical Officer,S - Sale,31.63,-9910.0,266879.0,-3.580344594619006,-313453.3,5,>2,2,>1,21.433983331339473,>10%,10.653836977204936
3261,2021-06-16,2021-06-14,CI,Cigna Corp,Triplett Michael W,"Pres, US Markets",S - Sale+OE,240.7,-3075.0,31391.0,-8.921836012301979,-740152.5,1,1,2,>1,-9.386794547311398,-10 to 0%,-2.1182345905324427
3262,2021-06-16,2021-06-14,ZUO,Zuora Inc,Pileggi Jennifer,"SVP, GC, Corp. Secretary",S - Sale+OE,15.94,-16735.0,58095.0,-22.364025123613523,-266755.89999999997,1,1,2,>1,11.509358821186778,>10%,5.552165230627435
3263,2021-06-16,2021-06-14,CRSR,"Corsair Gaming, Inc.",Chevalier Bertrand,EVP of Gaming Products,S - Sale+OE,40.7,-100000.0,115773.0,-46.34500145986755,-4070000.0000000005,5,>2,2,>1,-50.38668963086601,<-10%,-4.706234011090066
3264,2021-06-16,2021-06-14,DEA,"Easterly Government Properties, Inc.",Trimble William C.,"Pres, CEO",S - Sale+OE,21.83,-9000.0,91279.0,-8.974959861985061,-196469.99999999997,1,1,2,>1,30.19937808670203,>10%,-1.6682141409838225
3265,2021-06-16,2021-06-15,SIG,Signet Jewelers Ltd,Branch Andre,Dir,P - Purchase,73.58,2700.0,3428.0,370.8791208791209,198666.0,1,1,1,1,1.5884861407249466,0 to 10%,-3.090997992248543
3266,2021-06-16,2021-06-14,LPLA,Lpl Financial Holdings Inc.,Seese Scott,MD,S - Sale+OE,139.1,-12521.0,24179.0,-34.11716621253406,-1741671.0999999999,2,2,2,>1,-27.31329013067035,<-10%,-4.409889497853454
3267,2021-06-16,2021-06-14,TWST,Twist Bioscience Corp,Green Paula,SVP of HR,S - Sale+OE,113.84,-14161.0,20095.0,-41.338743577767396,-1612088.24,2,2,2,>1,-8.838643371017472,-10 to 0%,11.060211230660009
3268,2021-06-16,2021-06-14,TWST,Twist Bioscience Corp,Leproust Emily M.,"Pres, CEO",S - Sale+OE,113.36,-2000.0,257986.0,-0.7692721915795466,-226720.0,2,2,2,>1,-8.838643371017472,-10 to 0%,11.060211230660009
3269,2021-06-16,2021-06-14,YEXT,"Yext, Inc.",Distelburger Brian,"Pres, COO",S - Sale,15.01,-75400.0,3046921.0,-2.414870219942152,-1131754.0,2,2,2,>1,22.285364574226264,>10%,3.45075845561527
3270,2021-06-16,2021-06-15,GO,Grocery Outlet Holding Corp.,Herman Thomas F,Dir,S - Sale,34.11,-2000.0,78400.0,-2.487562189054726,-68220.0,1,1,1,1,-11.4835577645495,<-10%,3.102140562168293
3271,2021-06-16,2021-06-14,LPLA,Lpl Financial Holdings Inc.,Fandrey Edward,MD,S - Sale,139.49,-1930.0,24736.0,-7.237680942023551,-269215.7,2,2,2,>1,-27.31329013067035,<-10%,-4.409889497853454
3272,2021-06-16,2021-06-15,HPE,Hewlett Packard Enterprise Co,Black Thomas E Jr,"SVP, GM of Storage",S - Sale,15.64,-11155.0,16512.0,-40.318791339863374,-174464.2,1,1,1,1,4.486396003826124,0 to 10%,-7.133679822734259
3273,2021-06-16,2021-06-15,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,243.57,-5300.0,1969582.0,-0.268370464665737,-1290921.0,3,>2,1,1,-0.7010301248223083,-10 to 0%,0.8622452836970801
3274,2021-06-16,2021-06-15,TPTX,"Turning Point Therapeutics, Inc.",North Annette,"EVP, GC, Secty.",S - Sale+OE,77.03,-15000.0,12365.0,-54.81454412570802,-1155450.0,1,1,1,1,-5.2290775809407455,-10 to 0%,4.5231987181043865
3275,2021-06-16,2021-06-14,TENB,"Tenable Holdings, Inc.",Yoran Amit,"Pres, CEO, COB",S - Sale+OE,43.44,-60000.0,1043694.0,-5.4362894063028335,-2606400.0,2,2,2,>1,143.0384087791495,>10%,4.941722276177314
3276,2021-06-16,2021-06-15,TENB,"Tenable Holdings, Inc.",Hammonds Kimberly,Dir,S - Sale+OE,43.24,-76667.0,0.0,-100.0,-3315081.08,2,2,1,1,143.0384087791495,>10%,4.941722276177314
3277,2021-06-16,2021-06-14,FSLY,"Fastly, Inc.",Bergman Artur,"Chief Architect, Exec. Chair, 10%",S - Sale+OE,57.15,-14423.0,299521.0,-4.594131437453814,-824274.45,1,1,2,>1,-14.932322165690698,<-10%,3.1182400081299533
3278,2021-06-16,2021-06-14,CRSR,"Corsair Gaming, Inc.",Paul Andrew J.,CEO,S - Sale,39.82,-409378.0,2584896.0,-13.672028678738151,-16301431.96,5,>2,2,>1,-50.38668963086601,<-10%,-4.706234011090066
3279,2021-06-16,2021-06-14,CDNS,Cadence Design Systems Inc,Cunningham Paul,SVP,S - Sale,129.29,-1000.0,101218.0,-0.9783012776614686,-129289.99999999999,1,1,2,>1,8.249400479616307,0 to 10%,4.5553794671683105
3280,2021-06-16,2021-06-14,BLI,"Berkeley Lights, Inc.",Merkadeau Stuart L,GC,S - Sale+OE,47.82,-13023.0,159803.0,-7.535324546075243,-622759.86,1,1,2,>1,75.21538769785614,>10%,6.9822279548442445
3281,2021-06-16,2021-06-14,CRCT,"Cricut, Inc.","Abdiel Capital Management, LLC",10%,P - Purchase,33.58,170790.0,4993699.0,3.5412237717941597,5735128.199999999,1,1,2,>1,-1.437293309590435,-10 to 0%,6.913132568123647
3282,2021-06-16,2021-06-14,RBLX,Roblox Corp,Donato Craig,Chief Business Officer,S - Sale,89.1,-70000.0,1960367.0,-3.447652567245232,-6237000.0,1,1,2,>1,305.49862442068724,>10%,-1.7556568743628314
3283,2021-06-16,2021-06-14,NVTA,Invitae Corp,George Sean E,"Pres, CEO",S - Sale,31.63,-21201.0,779244.0,-2.6486516874988286,-670587.63,5,>2,2,>1,21.433983331339473,>10%,10.653836977204936
3284,2021-06-16,2021-06-14,CONN,Conns Inc,Stephens Carol,10%,S - Sale,28.28,-240.0,12480.0,-1.8867924528301887,-6787.200000000001,18,>2,2,>1,3.3158107561665995,0 to 10%,-9.367272676277707
3285,2021-06-16,2021-06-14,JNPR,Juniper Networks Inc,Rahim Rami,CEO,S - Sale,28.34,-16500.0,786068.0,-2.055900559204952,-467610.0,1,1,2,>1,29.04682349753917,>10%,-4.537393905841747
3286,2021-06-16,2021-06-15,PTVE,Pactiv Evergreen Inc.,King Michael Jack,"Pres, CEO",P - Purchase,15.0,562.0,10562.0,5.62,8430.0,2,2,1,1,-14.3811394891945,<-10%,-2.3855569316503904
3287,2021-06-16,2021-06-14,CRSR,"Corsair Gaming, Inc.","Corsair Group (Cayman), LP",10%,S - Sale,36.71,-2720500.0,54179559.0,-4.781190121437308,-99869555.0,5,>2,2,>1,-50.38668963086601,<-10%,-4.706234011090066
3288,2021-06-16,2021-06-15,ROKU,"Roku, Inc",Wood Anthony J.,"CEO, COB BOD, 10%",S - Sale+OE,345.3,-80000.0,61000.0,-56.737588652482266,-27624000.0,1,1,1,1,-25.084734273318873,<-10%,19.850293731791044
3289,2021-06-16,2021-06-14,CONN,Conns Inc,"Craig Dobbs Campbell, Jr. 2012 Trust",10%,S - Sale,28.28,-934.0,48721.0,-1.8809787533984492,-26413.52,18,>2,2,>1,3.3158107561665995,0 to 10%,-9.367272676277707
3290,2021-06-16,2021-06-14,SIBN,"Si-Bone, Inc.",Freund John Gordon,Dir,S - Sale,31.24,-52092.0,444761.0,-10.484388742746848,-1627354.0799999998,2,2,2,>1,-33.064857990674014,<-10%,-2.955041315594491
3291,2021-06-16,2021-06-10,IIPR,Innovative Industrial Properties Inc,Shoemaker Scott,Dir,S - Sale+OE,191.4,-500.0,2060.0,-19.53125,-95700.0,2,2,6,>1,24.486571879936808,>10%,-2.84042977744409
3292,2021-06-16,2021-06-14,CONN,Conns Inc,Elizabeth Chisum Campbell 2012 Trust,10%,S - Sale,28.28,-934.0,48721.0,-1.8809787533984492,-26413.52,18,>2,2,>1,3.3158107561665995,0 to 10%,-9.367272676277707
3293,2021-06-16,2021-06-15,QLYS,"Qualys, Inc.",Thakar Sumedh S,"CEO, Pres",S - Sale,103.53,-7133.0,202893.0,-3.3962461790444993,-738479.49,1,1,1,1,-8.540305010893245,-10 to 0%,2.8759133240932004
3294,2021-06-16,2021-06-14,CRSR,"Corsair Gaming, Inc.",Bagaria Anup,"Dir, 10%",S - Sale,36.71,-2720500.0,54179559.0,-4.781190121437308,-99869555.0,5,>2,2,>1,-50.38668963086601,<-10%,-4.706234011090066
3295,2021-06-16,2021-06-15,TW,Tradeweb Markets Inc.,Peterson Justin,CTO,S - Sale+OE,84.61,-20000.0,81618.0,-19.68155248085969,-1692200.0,1,1,1,1,32.61895649955351,>10%,1.8441958334611062
3296,2021-06-16,2021-06-14,CONN,Conns Inc,Elizabeth S. Campbell Trust A,10%,S - Sale,28.28,-998.0,52019.0,-1.882415074410095,-28223.440000000002,18,>2,2,>1,3.3158107561665995,0 to 10%,-9.367272676277707
3297,2021-06-16,2021-06-15,EXPE,"Expedia Group, Inc.",Athey Susan C,Dir,S - Sale,169.2,-300.0,4153.0,-6.737031214911296,-50760.0,1,1,1,1,29.616229487013825,>10%,-2.994768895582955
3298,2021-06-16,2021-06-14,SHAK,Shake Shack Inc.,Lyons Jenna,Dir,S - Sale+OE,100.62,-1022.0,2423.0,-29.666182873730044,-102833.64,1,1,2,>1,10.590877677954389,>10%,-5.306983245718014
3299,2021-06-16,2021-06-16,BWXT,"Bwx Technologies, Inc.",Black David S,"SVP, CFO",S - Sale,63.8,-1000.0,72875.0,-1.353637901861252,-63800.0,1,1,0,0,47.186858316221766,>10%,-5.596304317468443
3300,2021-06-16,2021-06-14,CRSR,"Corsair Gaming, Inc.",Majoros George L. Jr.,"Dir, 10%",S - Sale,36.71,-2720500.0,54179559.0,-4.781190121437308,-99869555.0,5,>2,2,>1,-50.38668963086601,<-10%,-4.706234011090066
3301,2021-06-16,2021-06-14,NTRA,"Natera, Inc.",Chapman Steven Leonard,"CEO, Pres",S - Sale+OE,103.61,-26092.0,70406.0,-27.038902360670686,-2703392.12,2,2,2,>1,71.27272727272727,>10%,9.816744885282471
3302,2021-06-16,2021-06-15,TRUP,"Trupanion, Inc.",Low Murray B,Dir,S - Sale,100.0,-500.0,130524.0,-0.3816094761265112,-50000.0,2,2,1,1,-26.826578439481665,<-10%,9.07175190878414
3303,2021-06-16,2021-06-11,AXNX,"Axonics, Inc.",Sama Rinda,COO,S - Sale+OE,59.78,-2638.0,32898.0,-7.423457901846016,-157699.64,1,1,5,>1,26.113483831604636,>10%,8.453296108427818
3304,2021-06-16,2021-06-14,ARES,Ares Management Corp,Bush Antoinette Cook,Dir,P - Purchase,58.79,5106.0,12395.0,70.05076142131979,300181.74,1,1,2,>1,45.41461700632467,>10%,-2.071922718415908
3305,2021-06-16,2021-06-14,NET,"Cloudflare, Inc.",Prince Matthew,"CEO, Chair of the Board, 10%",S - Sale+OE,94.58,-157153.0,0.0,-100.0,-14863530.74,2,2,2,>1,17.973845708961218,>10%,8.241871446315303
3306,2021-06-16,2021-06-14,CME,Cme Group Inc.,Siegel Howard J,Dir,S - Sale,215.0,-1500.0,80068.0,-1.8389564535111809,-322500.0,2,2,2,>1,81.65965123271197,>10%,-3.719442157930868
3307,2021-06-16,2021-06-14,ZIP,"Ziprecruiter, Inc.",Edmonds Joseph,10%,S - Sale,22.06,-19705.0,10933822.0,-0.17989639318915268,-434692.3,2,2,2,>1,-70.1422670949977,<-10%,14.181641839021259
3308,2021-06-16,2021-06-15,VERO,Venus Concept Inc.,Della Penna Domenic,CFO,P - Purchase,2.41,40000.0,66663.0,150.0206278363275,96400.0,2,2,1,1,166.0027161611589,>10%,7.782103224857206
3309,2021-06-16,2021-06-14,SUM,"Summit Materials, Inc.",Lance Howard L,Dir,S - Sale+OE,34.39,-255000.0,3994.0,-98.45787933311196,-8769450.0,1,1,2,>1,-9.105664664827138,-10 to 0%,-6.149812083639596
3310,2021-06-16,2021-06-14,ZIP,"Ziprecruiter, Inc.",Siegel Ian H.,"CEO, 10%",S - Sale,21.28,-10000.0,1272797.0,-0.7795465689427088,-212800.0,2,2,2,>1,-70.1422670949977,<-10%,14.181641839021259
3311,2021-06-16,2021-06-14,DKNG,Draftkings Inc.,Meckenzie Shalom,Dir,S - Sale,51.56,-660000.0,21068204.0,-3.0375267095246343,-34029600.0,1,1,2,>1,-66.01482713415534,<-10%,2.765823470883607
3312,2021-06-16,2021-06-15,BLFS,Biolife Solutions Inc,Berard Todd,CMO,S - Sale+OE,39.32,-12320.0,79566.0,-13.407918507716083,-484422.4,2,2,1,1,-16.24869383490073,<-10%,10.698959751431522
3313,2021-06-16,2021-06-14,BLFS,Biolife Solutions Inc,Mathew Aby J.,"EVP, Chief Scientific Off",S - Sale+OE,39.09,-20000.0,210304.0,-8.684173961372794,-781800.0000000001,2,2,2,>1,-16.24869383490073,<-10%,10.698959751431522
3314,2021-06-16,2021-06-14,RNA,"Avidity Biosciences, Inc.",Levin Arthur A,Chief Scientific Officer,S - Sale,25.98,-37022.0,0.0,-100.0,-961831.56,1,1,2,>1,4.025508170585891,0 to 10%,-3.9478753569242166
3315,2021-06-16,2021-06-14,AGYS,Agilysys Inc,Badger Kyle C,"SVP, GC, Secretary",S - Sale,56.62,-2930.0,106427.0,-2.6792980787695346,-165896.6,2,2,2,>1,-24.361493123772103,<-10%,0.8529558351003924
3316,2021-06-16,2021-06-14,AGYS,Agilysys Inc,Srinivasan Ramesh,"Pres, CEO",S - Sale,54.45,-69855.0,681199.0,-9.300929094312792,-3803604.75,2,2,2,>1,-24.361493123772103,<-10%,0.8529558351003924
3317,2021-06-16,2021-06-14,RSSS,"Research Solutions, Inc.",Nissan Marc,CTO,S - Sale,2.44,-33528.0,510992.0,-6.157349592301476,-81808.31999999999,2,2,2,>1,-15.151515151515152,<-10%,18.64407104995203
3318,2021-06-16,2021-06-15,ALLK,Allakos Inc.,Tomasi Adam,"Pres, COO",S - Sale+OE,91.32,-40000.0,172173.0,-18.85254014412767,-3652799.9999999995,1,1,1,1,27.17241379310345,>10%,3.943531883064616
3319,2021-06-16,2021-06-14,RSSS,"Research Solutions, Inc.",Urban Alan Louis,"CFO, Secretary",S - Sale,2.45,-5000.0,351509.0,-1.4024891377216284,-12250.0,2,2,2,>1,-15.151515151515152,<-10%,18.64407104995203
3320,2021-06-16,2021-06-14,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,334.53,-77300.0,2050846.0,-3.6322695905262137,-25859168.999999996,3,>2,2,>1,9.09770056726094,0 to 10%,2.4012361149760957
3321,2021-06-16,2021-06-14,ZEN,"Zendesk, Inc.",Titterton Jeffrey J,COO,S - Sale+OE,140.8,-3000.0,16000.0,-15.789473684210526,-422400.00000000006,1,1,2,>1,17.16790454158042,>10%,5.1090206815497226
3322,2021-06-16,2021-06-14,ATLC,Atlanticus Holdings Corp,Howard Jeffrey A.,"Pres, CEO",S - Sale,40.07,-4975.0,430571.0,-1.142244447199607,-199348.25,1,1,2,>1,-25.35211267605634,<-10%,-9.301752059945883
3323,2021-06-16,2021-06-15,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,336.94,-77300.0,2035846.0,-3.6580529693641615,-26045462.0,3,>2,1,1,9.09770056726094,0 to 10%,2.4012361149760957
3324,2021-06-16,2021-06-15,REPL,"Replimune Group, Inc.",Love Colin,COO,S - Sale,34.1,-30000.0,865809.0,-3.348928175537419,-1023000.0,1,1,1,1,-5.466893039049236,-10 to 0%,3.3352712910283255
3325,2021-06-16,2021-06-14,DLR,"Digital Realty Trust, Inc.",Mercier Matt,"SVP, FINANCE, ACCOUNTING",S - Sale,162.25,-205.0,0.0,-100.0,-33261.25,1,1,2,>1,146.13451874758408,>10%,-2.1387384777119234
3326,2021-06-16,2021-06-14,HGEN,"Humanigen, Inc",Durrant Cameron,CEO,S - Sale,20.64,-81441.0,30000.0,-73.07992570059493,-1680942.24,1,1,2,>1,75.43890760773186,>10%,-7.418704111693094
3327,2021-06-16,2021-06-16,STKS,"One Group Hospitality, Inc.",Segal Jonathan,"Dir, Business Development, 10%",S - Sale+OE,11.42,-9303.0,4163141.0,-0.2229628486326,-106240.26,2,2,0,0,63.379705400982,>10%,-5.137288978439105
3328,2021-06-16,2021-06-14,STKS,"One Group Hospitality, Inc.",Bullis Eugene M,Dir,S - Sale,12.56,-20434.0,109007.0,-15.786342812555528,-256651.04,2,2,2,>1,63.379705400982,>10%,-5.137288978439105
3329,2021-06-16,2021-06-16,META,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,333.57,-77300.0,2020846.0,-3.684205007659143,-25784961.0,3,>2,0,0,9.09770056726094,0 to 10%,2.4012361149760957
3330,2021-06-16,2021-06-15,FLEX,Flex Ltd.,Hartung Michael P,"Pres, Agility Solutions",S - Sale,18.05,-5440.0,132276.0,-3.950158296784687,-98192.0,5,>2,1,1,22.724007470906567,>10%,-5.186020790100366
3331,2021-06-16,2021-06-14,FLEX,Flex Ltd.,Bennett David P,Chief Accounting Officer,S - Sale,18.26,-55778.0,117741.0,-32.14518294826503,-1018506.2800000001,5,>2,2,>1,22.724007470906567,>10%,-5.186020790100366
3332,2021-06-16,2021-06-14,FLEX,Flex Ltd.,Barbier Francois,Group Pres,S - Sale,18.27,-19906.0,483714.0,-3.952583296930225,-363682.62,5,>2,2,>1,22.724007470906567,>10%,-5.186020790100366
3333,2021-06-16,2021-06-14,FLEX,Flex Ltd.,Advaithi Revathi,CEO,S - Sale,18.26,-49065.0,993242.0,-4.707346300082413,-895926.9,5,>2,2,>1,22.724007470906567,>10%,-5.186020790100366
3334,2021-06-16,2021-06-14,MCAEU,Mountain Crest Acquisition Corp. III,Liu Suying,"CEO, CFO, 10%",P - Purchase,10.0,2086.0,1460384.0,0.14304346573882704,20860.0,2,2,2,>1,-100.0,<-10%,0.5905553200572354
3335,2021-06-16,2021-06-14,MCAEU,Mountain Crest Acquisition Corp. III,Mountain Crest Holdings III LLC,10%,P - Purchase,10.0,2086.0,1460384.0,0.14304346573882704,20860.0,2,2,2,>1,-100.0,<-10%,0.5905553200572354
3336,2021-06-16,2021-06-14,BCAB,"Bioatla, Inc.",Short Jay M Phd,"CEO, 10%",S - Sale,40.06,-146137.0,3125888.0,-4.466255606237727,-5854248.220000001,1,1,2,>1,5.97144093466032,0 to 10%,-2.609364169306979
3337,2021-06-16,2021-06-14,FLEX,Flex Ltd.,Offer David Scott,"EVP, GC",S - Sale,18.26,-11449.0,554902.0,-2.0215378802191575,-209058.74000000002,5,>2,2,>1,22.724007470906567,>10%,-5.186020790100366
3338,2021-06-16,2021-06-14,SIVB,Svb Financial Group,Descheneaux Michael,"Pres, Silicon Valley Bank",S - Sale+OE,557.13,-4012.0,18008.0,-18.219800181653042,-2235205.56,1,1,2,>1,51.20891062211356,>10%,-6.3661650868270465
3339,2021-06-16,2021-06-14,NVTA,Invitae Corp,Brida Thomas,GC,S - Sale,31.63,-9910.0,246975.0,-3.8577573622438055,-313453.3,5,>2,2,>1,21.433983331339473,>10%,10.653836977204936
3340,2021-06-16,2021-06-15,SEM,Select Medical Holdings Corp,Cressey Bryan C,Dir,S - Sale,42.38,-10000.0,507649.0,-1.9318109375271661,-423800.0,1,1,1,1,2.5581906016688625,0 to 10%,-4.021634680298856
3341,2021-06-16,2021-06-16,KRTX,"Karuna Therapeutics, Inc.",Ignelzi Troy A.,CFO,S - Sale+OE,130.13,-3500.0,13000.0,-21.21212121212121,-455455.0,1,1,0,0,-21.75543885971493,<-10%,5.937041191818638
3342,2021-06-16,2021-06-15,MTN,Vail Resorts Inc,Vaughn Peter A,Dir,S - Sale,321.93,-1000.0,7025.0,-12.461059190031152,-321930.0,2,2,1,1,30.883765609990395,>10%,-2.2016064476075736
3343,2021-06-16,2021-06-14,ADPT,Adaptive Biotechnologies Corp,Griffin Michelle Renee,Dir,S - Sale+OE,38.56,-2500.0,1504.0,-62.437562437562434,-96400.0,2,2,2,>1,-29.65222696766321,<-10%,5.057961090488923
3344,2021-06-16,2021-06-14,SNAP,Snap Inc,Coles Joanna,Dir,S - Sale,64.57,-1986.0,43527.0,-4.363588425285084,-128236.01999999999,2,2,2,>1,68.6233295583239,>10%,5.6478366579602435
3345,2021-06-16,2021-06-14,ADPT,Adaptive Biotechnologies Corp,Adams R Mark,COO,S - Sale,38.77,-8914.0,58104.0,-13.30090423468322,-345595.78,2,2,2,>1,-29.65222696766321,<-10%,5.057961090488923
3346,2021-06-16,2021-06-15,JBLU,Jetblue Airways Corp,Hayes Robin,CEO,S - Sale,18.26,-1000.0,565836.0,-0.17641787042460252,-18260.0,1,1,1,1,-27.84249078552433,<-10%,-3.993351044275981
3347,2021-06-16,2021-06-14,ZM,"Zoom Video Communications, Inc.",Pelosi Janine,CMO,S - Sale+OE,361.9,-4000.0,32192.0,-11.052166224580018,-1447600.0,4,>2,2,>1,3.1415433362958383,0 to 10%,3.5431025066957256
3348,2021-06-16,2021-06-16,AMK,"Assetmark Financial Holdings, Inc.",Mehta Mukesh,"EVP, CIO",S - Sale,27.0,-100.0,306794.0,-0.03258454059056221,-2700.0,1,1,0,0,2.823529411764706,0 to 10%,-2.8613915352278294
3349,2021-06-16,2021-06-14,ZM,"Zoom Video Communications, Inc.",Bawa Aparna,COO,S - Sale,365.1,-2593.0,153983.0,-1.6560647864295932,-946704.3,4,>2,2,>1,3.1415433362958383,0 to 10%,3.5431025066957256
3350,2021-06-16,2021-06-14,CRC,California Resources Corp,Goldentree Asset Management LP,10%,S - Sale+OE,33.34,-240809.0,15338222.0,-1.5457251481173637,-8028572.0600000005,6,>2,2,>1,68.35064395513086,>10%,-3.159505605850014
3351,2021-06-16,2021-06-15,LOV,Spark Networks Se,Canaan VIII LP,10%,S - Sale,5.38,-20813.0,2715250.0,-0.7606915484036735,-111973.94,1,1,1,1,-32.64984227129337,<-10%,-3.853211843970477
3352,2021-06-16,2021-06-14,ITOS,"Iteos Therapeutics, Inc.",Detheux Michel,CEO,S - Sale,28.5,-29000.0,148937.0,-16.29790319045505,-826500.0,2,2,2,>1,-64.07361197754211,<-10%,-12.524011305748271
3353,2021-06-16,2021-06-16,ITOS,"Iteos Therapeutics, Inc.",Gall Matthew,CFO,P - Purchase,26.09,5000.0,5000.0,inf,130450.0,2,2,0,0,-64.07361197754211,<-10%,-12.524011305748271
3354,2021-06-16,2021-06-15,CIEN,Ciena Corp,Rothenstein David M,"SVP, GC",S - Sale,58.13,-3000.0,264168.0,-1.122888968738771,-174390.0,3,>2,1,1,38.35908819260651,>10%,-2.4157097106916137
3355,2021-06-16,2021-06-14,AEO,American Eagle Outfitters Inc,McLean Andrew J.,"EVP, Chief Commercial Officer",S - Sale+OE,35.0,-18549.0,28610.0,-39.332895099556815,-649215.0,1,1,2,>1,-0.8994666878930192,-10 to 0%,-4.6920005450822195
3356,2021-06-16,2021-06-14,AI,"C3.Ai, Inc.",Siebel Thomas M,"CEO, 10%",S - Sale,59.39,-680909.0,9804273.0,-6.494012216478455,-40439185.51,2,2,2,>1,-13.47740270256592,<-10%,4.47322985204114
3357,2021-06-16,2021-06-16,MLAB,Mesa Laboratories Inc /co/,Guillemin Evan,Dir,S - Sale,256.36,-720.0,30170.0,-2.330851408222726,-184579.2,1,1,0,0,109.6969696969697,>10%,3.4846404901951873
3358,2021-06-16,2021-06-14,RAPT,"Rapt Therapeutics, Inc.",Ho William,Chief Medical Officer,S - Sale,40.0,-2000.0,60529.0,-3.1985158886276768,-80000.0,2,2,2,>1,-37.1877907392829,<-10%,10.843753814697266
3359,2021-06-16,2021-06-15,CLNE,Clean Energy Fuels Corp.,Vreeland Robert M.,CFO,S - Sale+OE,11.63,-171083.0,297221.0,-36.532466090402814,-1989695.29,2,2,1,1,-42.259165970167984,<-10%,10.093457410820532
3360,2021-06-16,2021-06-14,CME,Cme Group Inc.,Cronin Kathleen M,"Sr MD GC, Corp Secr",S - Sale,215.31,-4092.0,42481.0,-8.786206600390784,-881048.52,2,2,2,>1,81.65965123271197,>10%,-3.719442157930868
3361,2021-06-16,2021-06-14,WSM,Williams Sonoma Inc,Alber Laura,"Pres, CEO",S - Sale,166.78,-5000.0,555360.0,-0.8922835320151331,-833900.0,2,2,2,>1,-13.122783313629455,<-10%,-5.52113134536385
3362,2021-06-16,2021-06-14,ABNB,"Airbnb, Inc.",Blecharczyk Nathan,"Chief Strategy Officer, 10%",S - Sale+OE,148.33,-875000.0,550231.0,-61.393556553288555,-129788750.00000001,1,1,2,>1,-19.7781423586532,<-10%,2.259477381082211
