X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
,11/3/21 16:07,11/2/21,FBIZ,"First Business Financial Services, Inc.",Olszewski Daniel P.,Dir,P - Purchase,$30.12 ,260,"23,054",1%,"$7,830 ",,,,
D,11/3/21 16:07,11/2/21,WINA,Winmark Corp,Ishaug Anthony D,CFO,S - Sale+OE,$237.57 ,"-2,226","39,408",-5%,"($528,828)",,,,
,11/3/21 16:08,11/2/21,HIG,"Hartford Financial Services Group, Inc.",Allardice Robert B. III,Dir,S - Sale,$73.27 ,"-3,000","10,787",-22%,"($219,810)",,,,
,11/3/21 16:11,11/2/21,FBIZ,"First Business Financial Services, Inc.",Sanders Carol P,Dir,P - Purchase,$30.12 ,260,"7,603",4%,"$7,830 ",,,,
,11/3/21 16:11,11/2/21,NVCR,Novocure Ltd,Cordova Ashley,CFO,S - Sale,$107.28 ,-209,"41,758",0%,"($22,421)",,,,
,11/3/21 16:13,11/2/21,KLAC,Kla Corp,Donzella Oreste,EVP,S - Sale,$381.04 ,-590,"40,277",-1%,"($224,814)",,,,
D,11/3/21 16:15,11/2/21,CLVS,"Clovis Oncology, Inc.",Gross Paul Edward,See Remarks,S - Sale+OE,$4.55 ,"-4,523","61,043",-7%,"($20,580)",,,,
D,11/3/21 16:15,11/2/21,CLVS,"Clovis Oncology, Inc.",Muehl Daniel W,See Remarks,S - Sale+OE,$4.55 ,"-4,523","67,089",-6%,"($20,580)",,,,
D,11/3/21 16:15,11/2/21,CLVS,"Clovis Oncology, Inc.",Harding Thomas C.,See Remarks,S - Sale+OE,$4.55 ,"-1,744","6,786",-20%,"($7,935)",,,,
,11/3/21 16:16,11/2/21,AKRO,"Akero Therapeutics, Inc.",Cheng Andrew,"Pres, CEO",S - Sale,$22.57 ,"-17,500","273,496",-6%,"($394,975)",,,,
,11/3/21 16:16,11/2/21,DBTX,"Decibel Therapeutics, Inc.",Trask Anna,See Remarks,S - Sale,$8.31 ,"-4,913","7,911",-38%,"($40,827)",,,,
D,11/3/21 16:19,11/2/21,CLVS,"Clovis Oncology, Inc.",Ivers-Read Gillian C,See Remarks,S - Sale+OE,$4.55 ,"-3,696","259,658",-1%,"($16,817)",,,,
D,11/3/21 16:18,11/2/21,CLVS,"Clovis Oncology, Inc.",Rolfe Lindsey,See Remarks,S - Sale+OE,$4.55 ,"-4,209","82,287",-5%,"($19,151)",,,,
,11/3/21 16:22,11/2/21,ACCO,Acco Brands Corp,Jones Angela Y,"SVP, Global Chief People Offic",P - Purchase,$8.44 ,"1,150","1,150",New,"$9,706 ",,,,
,11/3/21 16:24,11/2/21,QUMU,Qumu Corp,Cox Neil E,Dir,P - Purchase,$2.12 ,"5,000","54,000",10%,"$10,597 ",,,,
,11/3/21 16:24,11/2/21,EXTR,Extreme Networks Inc,Vitalone Joseph A,Chief Revenue Officer,S - Sale,$11.05 ,"-30,000","53,586",-36%,"($331,458)",,,,
D,11/3/21 16:25,11/2/21,ORI,Old Republic International Corp,Zucaro Aldo C,See remark below.,S - Sale+OE,$26.11 ,"-264,460","2,035,000",-12%,"($6,905,385)",,,,
,11/3/21 16:28,11/2/21,AOS,Smith A O Corp,Wolf Idelle K,Dir,S - Sale,$78.13 ,"-1,500","48,235",-3%,"($117,194)",,,,
D,11/3/21 16:29,11/2/21,NKE,"Nike, Inc.",Parker Mark G,Exec COB,S - Sale+OE,$167.52 ,"-100,000","1,442,506",-6%,"($16,752,247)",,,,
D,11/3/21 16:33,11/2/21,VIR,"Vir Biotechnology, Inc.",Virgin Herbert,"EVP, Research, CSO",S - Sale+OE,$36.94 ,"-1,375","107,700",-1%,"($50,793)",,,,
,11/3/21 16:34,11/2/21,EXR,Extra Space Storage Inc.,Herrington Matthew T,"EVP, COO",S - Sale,$202.54 ,-400,"4,746",-8%,"($81,014)",,,,
D,11/3/21 16:34,11/2/21,TMO,Thermo Fisher Scientific Inc.,Williamson Stephen,"SVP, CFO",S - Sale+OE,$638.10 ,"-22,550","40,221",-36%,"($14,389,045)",,,,
D,11/3/21 16:36,11/2/21,ABC,Amerisourcebergen Corp,Mauch Robert P.,EVP,S - Sale+OE,$125.34 ,"-41,214","21,802",-65%,"($5,165,763)",,,,
D,11/3/21 16:38,11/2/21,TMQ,Trilogy Metals Inc.,Lang Gregory A.,Dir,S - Sale+OE,$1.96 ,"-75,000","272,879",-22%,"($147,000)",,,,
M,11/3/21 16:41,11/2/21,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$75.91 ,"7,648","36,290,127",0%,"$580,593 ",,,,
,11/3/21 16:44,11/2/21,CDLX,"Cardlytics, Inc.",Grimes Scott D.,Dir,S - Sale,$79.85 ,"-2,000","324,161",-1%,"($159,705)",,,,
D,11/3/21 16:45,11/2/21,OPRX,Optimizerx Corp,Paramore Miriam J,"Pres, CHIEF STRATEGY OFFICER",S - Sale+OE,$95.45 ,"-15,000","164,214",-8%,"($1,431,750)",,,,
D,11/3/21 16:46,11/2/21,SBCF,Seacoast Banking Corp of Florida,Hudson Dennis S III,Exec COB,S - Sale+OE,$37.32 ,"-8,000","321,192",-2%,"($298,560)",,,,
,11/3/21 16:48,11/2/21,IART,Integra Lifesciences Holdings Corp,Coleman Glenn,"EVP, COO",S - Sale,$74.00 ,"-4,275","27,781",-13%,"($316,350)",,,,
,11/3/21 16:49,11/2/21,VRSN,Verisign Inc/ca,Indelicarto Thomas C,"EVP, GC, Secretary",S - Sale,$223.70 ,-613,"51,413",-1%,"($137,128)",,,,
,11/3/21 16:56,11/2/21,CALX,"Calix, Inc",Denuccio Kevin A,Dir,S - Sale,$68.94 ,"-20,100","106,377",-16%,"($1,385,760)",,,,
,11/3/21 16:58,11/2/21,WASH,Washington Trust Bancorp Inc,Marcaurele Joseph J,Dir,S - Sale,$55.24 ,"-5,000","45,794",-10%,"($276,205)",,,,
D,11/3/21 17:04,11/2/21,NCNO,"Ncino, Inc.",Rudow David,"CFO, Treasurer",S - Sale+OE,$75.46 ,"-11,169","50,132",-18%,"($842,813)",,,,
D,11/3/21 17:03,11/2/21,NCNO,"Ncino, Inc.",Sellers Jeanette,VP of Accounting,S - Sale+OE,$75.46 ,-159,"19,045",-1%,"($11,998)",,,,
D,11/3/21 17:04,11/2/21,UMBF,Umb Financial Corp,Kemper J Mariner,"COB, CEO",S - Sale+OE,$100.41 ,"-7,383","2,973,682",0%,"($741,348)",,,,
,11/3/21 17:06,11/2/21,UMBF,Umb Financial Corp,Kemper J Mariner,"COB, CEO",S - Sale,$100.80 ,"-4,345","2,966,104",0%,"($437,985)",,,,
,11/3/21 17:05,11/2/21,UMBF,Umb Financial Corp,Kemper J Mariner,"COB, CEO",S - Sale,$100.20 ,"-5,433","2,968,249",0%,"($544,369)",,,,
D,11/3/21 17:08,11/2/21,SQ,"Square, Inc.",Ahuja Amrita,CFO,S - Sale+OE,$251.29 ,"-4,937","129,675",-4%,"($1,240,634)",,,,
D,11/3/21 17:10,11/2/21,AOS,Smith A O Corp,Rajendra Ajita G,Dir,S - Sale+OE,$76.87 ,"-124,010","255,532",-33%,"($9,532,264)",,,,
,11/3/21 17:09,11/2/21,AMZN,Amazon Com Inc,Bezos Jeffrey P,"Exec Chair, 10%",S - Sale,"$3,319.45 ","-50,034","50,533,149",0%,"($166,085,277)",,,,
,11/3/21 17:09,11/2/21,BCAB,"Bioatla, Inc.",Steinman Lawrence,Dir,S - Sale,$30.00 ,-450,"18,459",-2%,"($13,500)",,,,
D,11/3/21 17:23,11/2/21,UNVR,Univar Solutions Inc.,McIntyre Jennifer,"SVP, Chief People Officer",S - Sale+OE,$28.33 ,"-50,391","45,620",-52%,"($1,427,577)",,,,
D,11/3/21 17:24,11/2/21,CBNK,Capital Bancorp Inc,Ashman Stephen N,Dir,S - Sale+OE,$26.06 ,"-10,471","447,986",-2%,"($272,882)",,,,
M,11/3/21 17:30,11/2/21,SOTK,Sono Tek Corp,Coccio Christopher L,CEO,S - Sale,$5.81 ,"-4,188","392,227",-1%,"($24,341)",,,,
,11/3/21 17:35,11/2/21,DIOD,Diodes Inc /del/,Yang Emily,"SVP Worldwide Sales, Marketing",S - Sale,$100.00 ,"-1,000","77,854",-1%,"($100,000)",,,,
D,11/3/21 17:35,11/2/21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$301.81 ,"-6,358","28,986,249",0%,"($1,918,881)",,,,
D,11/3/21 17:46,11/2/21,INTC,Intel Corp,Bryant Gregory M,"EVP, GM, CCG",S - Sale+OE,$49.63 ,"-2,841","98,163",-3%,"($140,999)",,,,
D,11/3/21 17:55,11/2/21,INTC,Intel Corp,Rodgers Steven Ralph,EVP GC,S - Sale+OE,$49.63 ,"-2,972","103,387",-3%,"($147,500)",,,,
,11/3/21 18:01,11/2/21,RKFL,"Rocketfuel Blockchain, Inc.",Yankowitz Bennett J.,CFO,P - Purchase,$0.52 ,"6,000","1,392,750",0%,"$3,133 ",,,,
,11/3/21 18:01,11/2/21,RKFL,"Rocketfuel Blockchain, Inc.",Jensen Peter Michael,CEO,P - Purchase,$0.55 ,"5,000","1,029,258",0%,"$2,750 ",,,,
,11/3/21 18:03,11/2/21,CPT,Camden Property Trust,Stewart H Malcolm,"Pres, COO",S - Sale,$160.76 ,"-37,500","91,135",-29%,"($6,028,575)",,,,
,11/3/21 18:11,11/2/21,UMPQ,Umpqua Holdings Corp,Nixon Torran B,Umpqua Bank Pres,S - Sale,$21.01 ,"-5,000","186,588",-3%,"($105,050)",,,,
,11/3/21 18:13,11/2/21,MSFT,Microsoft Corp,Althoff Judson,"EVP, Chief Commercial Officer",S - Sale,$332.28 ,"-54,757","139,586",-28%,"($18,194,837)",,,,
,11/3/21 18:17,11/2/21,PBYI,"Puma Biotechnology, Inc.",Auerbach Alan H,"Pres, CEO, 10%",S - Sale,$5.63 ,"-1,795","4,414,137",0%,"($10,112)",,,,
,11/3/21 18:20,11/2/21,PBYI,"Puma Biotechnology, Inc.",Hunt Douglas M,See Remarks,S - Sale,$5.64 ,-427,"65,231",-1%,"($2,409)",,,,
D,11/3/21 18:19,11/2/21,FTNT,"Fortinet, Inc.",Xie Michael,"VP, Engineering, CTO",S - Sale+OE,$327.80 ,"-2,088","11,349,925",0%,"($684,445)",,,,
,11/3/21 18:21,11/2/21,STXB,"Spirit of Texas Bancshares, Inc.",Patel Akash J.,Dir,P - Purchase,$24.79 ,80,"187,801",0%,"$1,983 ",,,,
,11/3/21 18:20,11/2/21,OSH,"Oak Street Health, Inc.",Pykosz Michael T,CEO,S - Sale,$45.62 ,"-50,000","8,457,514",-1%,"($2,281,054)",,,,
,11/3/21 18:22,11/2/21,PBYI,"Puma Biotechnology, Inc.",Nougues Maximo F,CFO,S - Sale,$5.67 ,-156,"67,437",0%,($885),,,,
D,11/3/21 18:40,11/2/21,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$301.73 ,"-4,300","1,965,153",0%,"($1,297,441)",,,,
,11/3/21 18:47,11/2/21,WDC,Western Digital Corp,Zamiska Gene M.,"SVP, Princ. Acctg Officer",S - Sale,$55.00 ,"-2,607","31,495",-8%,"($143,385)",,,,
,11/3/21 19:09,11/2/21,DMLP,"Dorchester Minerals, L.P.",Dorchester Minerals Operating LP,Entity Under Common Control,P - Purchase,$19.28 ,"4,000","31,542",15%,"$77,120 ",,,,
,11/3/21 19:34,11/2/21,OCGN,"Ocugen, Inc.",Zhang Junge,Dir,S - Sale,$15.75 ,"-149,700","881,731",-15%,"($2,357,775)",,,,
,11/3/21 19:35,11/2/21,OCGN,"Ocugen, Inc.",Castillo Kirsten,Dir,S - Sale,$15.00 ,"-15,000","50,000",-23%,"($225,000)",,,,
,11/3/21 19:36,11/2/21,OCGN,"Ocugen, Inc.",Potti Manish,Dir,S - Sale,$15.07 ,"-63,429","27,695",-70%,"($955,875)",,,,
D,11/3/21 19:36,11/2/21,VSAT,Viasat Inc,Harkenrider Kevin J,EVP,S - Sale+OE,$61.54 ,"-22,500","19,235",-54%,"($1,384,650)",,,,
,11/3/21 19:51,11/2/21,VRNA,Verona Pharma Plc,Hahn Mark W,CFO,S - Sale,$0.65 ,"-10,416","15,991,120",0%,"($6,721)",,,,
,11/3/21 19:52,11/2/21,VRNA,Verona Pharma Plc,Zaccardelli David,"Pres, CEO",S - Sale,$0.64 ,"-52,056","16,845,352",0%,"($33,373)",,,,
,11/3/21 19:53,11/2/21,VRNA,Verona Pharma Plc,Deschamps Lisa,Dir,S - Sale,$0.66 ,"-11,672","81,984",-12%,"($7,690)",,,,
D,11/3/21 19:55,11/2/21,IGMS,"Igm Biosciences, Inc.",Keyt Bruce,Chief Scientific Officer,S - Sale+OE,$51.37 ,"-1,326","4,070",-25%,"($68,117)",,,,
,11/3/21 20:00,11/2/21,W,Wayfair Inc.,Schaferkordt Anke,Dir,S - Sale,$255.15 ,-58,"2,205",-3%,"($14,799)",,,,
D,11/3/21 20:03,11/2/21,MAX,"Mediaalpha, Inc.",Yi Steven,See Remarks,S - Sale+OE,$15.58 ,"-86,182","247,945",-26%,"($1,342,325)",,,,
D,11/3/21 20:04,11/2/21,W,Wayfair Inc.,Miller James R.,CTO,S - Sale+OE,$255.37 ,"-3,985","28,188",-12%,"($1,017,651)",,,,
D,11/3/21 20:06,11/2/21,MAX,"Mediaalpha, Inc.",Cramer Keith,See Remarks,S - Sale+OE,$16.74 ,"-5,743","46,940",-11%,"($96,138)",,,,
D,11/3/21 20:08,11/2/21,MAX,"Mediaalpha, Inc.",Mikalis Brian,See Remarks,S - Sale+OE,$16.74 ,"-5,783","16,335",-26%,"($96,807)",,,,
DM,11/3/21 20:10,11/2/21,AMTX,"Aemetis, Inc",Barton Francis P,Dir,S - Sale+OE,$21.13 ,"-20,000","13,452",-60%,"($422,557)",,,,
D,11/3/21 20:11,11/2/21,MAX,"Mediaalpha, Inc.",Nonko Eugene,See Remarks,S - Sale+OE,$15.53 ,"-69,144","323,533",-18%,"($1,073,863)",,,,
D,11/3/21 20:13,11/2/21,MAX,"Mediaalpha, Inc.",Topjian Serge,"VP, MEDIA",S - Sale+OE,$16.74 ,"-3,900","21,172",-16%,"($65,286)",,,,
D,11/3/21 20:13,11/2/21,MAX,"Mediaalpha, Inc.",Yeh Kuanling Amy,See Remarks,S - Sale+OE,$16.23 ,"-7,700","37,159",-17%,"($124,951)",,,,
,11/3/21 20:56,11/2/21,OSTK,"Overstock.Com, Inc",Tuohig Meghan,Chief People Officer,S - Sale,$100.00 ,"-2,500","13,046",-16%,"($250,000)",,,,
D,11/3/21 21:07,11/2/21,FB,"Meta Platforms, Inc.",Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$329.01 ,"-56,135","891,706",-6%,"($18,468,700)",,,,
D,11/3/21 21:16,11/2/21,FB,"Meta Platforms, Inc.",Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$329.04 ,"-4,935","232,400",-2%,"($1,623,800)",,,,
,11/3/21 21:28,11/2/21,SCHN,"Schnitzer Steel Industries, Inc.",Gaggini Stefano R.,"VP, Deputy CFO, CAO",S - Sale,$51.34 ,"-4,577","50,479",-8%,"($234,983)",,,,
,11/1/21 14:03,11/1/21,UVSP,Univest Financial Corp,Paquin Natalye,Dir,P - Purchase,$29.12 ,445,"10,750",4%,"$12,958 ",,,,
,11/1/21 15:37,11/1/21,AOS,Smith A O Corp,Brown Ronald D,Dir,S - Sale,$74.41 ,"-15,000","8,896",-63%,"($1,116,135)",,,,
D,11/1/21 16:34,11/1/21,AOS,Smith A O Corp,Wolf Idelle K,Dir,S - Sale+OE,$74.78 ,"-1,000","49,735",-2%,"($74,782)",,,,
,11/1/21 16:57,11/1/21,MATX,"Matson, Inc.",Forest Ronald J,Pres,S - Sale,$83.58 ,"-3,000","50,127",-6%,"($250,729)",,,,
,11/1/21 17:05,11/1/21,EYEN,"Eyenovia, Inc.",Mather Charles E IV,Dir,P - Purchase,$3.83 ,"4,000","30,359",15%,"$15,314 ",,,,
,11/1/21 17:25,11/1/21,NA,Cardinal Ethanol LLC,Dersch David Matthew Jr,Dir,P - Purchase,"$8,500.00 ",2,755,0%,"$17,000 ",,,,
,11/1/21 17:28,11/1/21,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$75.26 ,"9,861","36,282,479",0%,"$742,139 ",,,,
,11/1/21 17:46,11/1/21,VGZ,Vista Gold Corp,Tobler Douglas L.,CFO,P - Purchase,$0.74 ,"2,500","99,971",3%,"$1,846 ",,,,
D,11/1/21 18:19,11/1/21,PI,Impinj Inc,Dossett Jeffrey,Chief Revenue Officer,S - Sale+OE,$72.39 ,-592,"44,866",-1%,"($42,855)",,,,
D,11/1/21 18:24,11/1/21,KN,Knowles Corp,Giesecke Daniel J.,"SVP, COO",S - Sale+OE,$21.15 ,"-36,419","68,292",-35%,"($770,262)",,,,
,11/1/21 18:23,11/1/21,PLBC,Plumas Bancorp,Belstock Richard L,"EVP, CFO",S - Sale,$37.46 ,-957,"47,925",-2%,"($35,853)",,,,
,11/1/21 18:41,11/1/21,VRSK,"Verisk Analytics, Inc.",Shavel Lee,"Group Pres, CFO",S - Sale,$210.30 ,-483,"37,040",-1%,"($101,575)",,,,
D,11/1/21 18:45,11/1/21,BL,"Blackline, Inc.",Smith Graham,Dir,S - Sale+OE,$127.05 ,"-5,000","10,706",-32%,"($635,250)",,,,
D,11/1/21 21:56,11/1/21,FLNC,"Fluence Energy, Inc.",Von Heynitz Harald,Dir,P - Purchase,$28.00 ,"1,000","1,000",New,"$28,000 ",,,,
D,11/1/21 21:55,11/1/21,FLNC,"Fluence Energy, Inc.",Bulls Herman E,Dir,P - Purchase,$28.00 ,"10,000","10,000",New,"$280,000 ",,,,
,11/1/21 21:18,11/1/21,GOOG,Alphabet Inc.,Mather Ann,Dir,S - Sale,"$2,963.30 ",-17,"1,787",-1%,"($50,376)",,,,
D,11/1/21 21:02,11/1/21,NTRA,"Natera, Inc.",Chapman Steven Leonard,"CEO, Pres",S - Sale+OE,$115.64 ,"-6,652","35,586",-16%,"($769,221)",,,,
D,11/1/21 20:58,11/1/21,EXPE,"Expedia Group, Inc.",Khosrowshahi Dara,Dir,S - Sale+OE,$167.05 ,"-50,000","354,022",-12%,"($8,352,429)",,,,
,11/1/21 20:56,11/1/21,RMD,Resmed Inc,Hollingshead James,"Pres, Sleep Business",S - Sale,$264.35 ,"-2,400","73,177",-3%,"($634,430)",,,,
,11/2/21 7:58,11/1/21,ACN,Accenture Plc,Sweet Julie Spellman,"Chair, CEO",S - Sale,$354.33 ,"-5,602","20,396",-22%,"($1,984,943)",,,,
,11/2/21 8:09,11/1/21,WNC,Wabash National Corp,Yeagy Brent L,"Pres, CEO",S - Sale,$16.00 ,"-1,836","389,665",0%,"($29,376)",,,,
,11/2/21 8:52,11/1/21,LKFN,Lakeland Financial Corp,Bartels Robert E Jr,Dir,P - Purchase,$72.00 ,660,"28,638",2%,"$47,522 ",,,,
D,11/2/21 9:01,11/1/21,CWBR,"Cohbar, Inc.",Greenwood David,Dir,P - Purchase,$0.00 ,"20,000","40,000",100%,$0 ,,,,
D,11/2/21 9:01,11/1/21,CWBR,"Cohbar, Inc.",Barzilai Nir Yacov,Dir,P - Purchase,$0.00 ,"13,889","5,075,405",0%,$0 ,,,,
,11/2/21 9:19,11/1/21,CCF,Chase Corp,Chase Adam,"Pres, CEO",S - Sale,$95.17 ,"-1,000","335,231",0%,"($95,170)",,,,
,11/2/21 9:27,11/1/21,LFUS,Littelfuse Inc /de,Zommer Nathan,Dir,S - Sale,$297.05 ,"-2,500","207,381",-1%,"($742,623)",,,,
D,11/2/21 10:36,11/1/21,GNTX,Gentex Corp,Goode Gary F,Dir,S - Sale+OE,$35.68 ,"-6,200","27,309",-19%,"($221,211)",,,,
,11/2/21 10:44,11/1/21,HAYW,"Hayward Holdings, Inc.",Roetken Rick,"Pres, North America",S - Sale,$23.23 ,"-12,000","176,588",-6%,"($278,780)",,,,
,11/2/21 11:22,11/1/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,313.30 ",22,"366,441",0%,"$28,893 ",,,,
D,11/2/21 11:37,11/1/21,FIX,Comfort Systems USA Inc,Lane Brian E.,"Pres, CEO",S - Sale+OE,$92.65 ,"-32,873","264,195",-11%,"($3,045,795)",,,,
,11/2/21 11:56,11/1/21,ENVA,"Enova International, Inc.",Chartier Kirk,CMO,S - Sale,$33.55 ,"-8,719","125,618",-6%,"($292,520)",,,,
,11/2/21 11:56,11/1/21,AEP,American Electric Power Co Inc,Akins Nicholas K,"Pres, CEO",S - Sale,$84.64 ,"-2,100","94,939",-2%,"($177,744)",,,,
D,11/2/21 12:08,11/1/21,CHCO,City Holding Co,Legge Jeffrey Dale,"EVP, CAO, CIO",S - Sale+OE,$81.45 ,-500,"14,646",-3%,"($40,723)",,,,
D,11/2/21 12:13,11/1/21,CFB,"Crossfirst Bankshares, Inc.",Clouse Benjamin R,CFO,P - Purchase,$14.49 ,"7,400","7,400",New,"$107,226 ",,,,
D,11/2/21 12:43,11/1/21,FUL,Fuller H B Co,Keenan Timothy J,"VP, Gen. Counsel, Corp. Sec.",S - Sale+OE,$71.52 ,"-5,291","22,877",-19%,"($378,428)",,,,
D,11/2/21 13:00,11/1/21,LFUS,Littelfuse Inc /de,Sethna Meenal,"EVP, CFO",S - Sale+OE,$295.10 ,"-2,500","15,923",-14%,"($737,754)",,,,
D,11/2/21 13:11,11/1/21,CBNK,Capital Bancorp Inc,Ashman Stephen N,Dir,S - Sale+OE,$25.96 ,"-15,565","458,457",-3%,"($404,069)",,,,
D,11/2/21 13:14,11/1/21,LFUS,Littelfuse Inc /de,Cole Matthew,"SVP eMobility, Corp Strategy",S - Sale+OE,$294.83 ,"-1,200","4,507",-21%,"($353,801)",,,,
,11/2/21 13:18,11/1/21,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale,$81.67 ,"-61,350","114,907,790",0%,"($5,010,203)",,,,
,11/2/21 13:44,11/1/21,ISBA,Isabella Bank Corp,Gill Jennifer L,"VP, Controller",P - Purchase,$25.13 ,2,"1,081",0%,$50 ,,,,
,11/2/21 13:44,11/1/21,ISBA,Isabella Bank Corp,Schwind Jerome E,Pres,P - Purchase,$25.13 ,16,"15,153",0%,$400 ,,,,
D,11/2/21 13:46,11/1/21,ADM,Archer-Daniels-Midland Co,Findlay D Cameron,SVP,S - Sale+OE,$63.73 ,"-99,503","258,798",-28%,"($6,341,525)",,,,
,11/2/21 13:45,11/1/21,ISBA,Isabella Bank Corp,Smith Julie A,"VP, CTO",P - Purchase,$25.13 ,4,156,3%,$100 ,,,,
D,11/2/21 14:08,11/1/21,TDG,Transdigm Group Inc,Henderson Robert S,Exec.VP,S - Sale+OE,$627.17 ,"-10,000",0,-100%,"($6,271,666)",,,,
,11/2/21 14:14,11/1/21,FRME,First Merchants Corp,Sherman Patrick A,Dir,P - Purchase,$42.07 ,12,"49,531",0%,$500 ,,,,
,11/2/21 14:25,11/1/21,USNA,Usana Health Sciences Inc,Fuller Gilbert A,Dir,S - Sale,$98.40 ,-312,0,-100%,"($30,700)",,,,
D,11/2/21 14:39,11/1/21,CFFN,"Capitol Federal Financial, Inc.",Kobbeman Robert D.,EVP,S - Sale+OE,$12.27 ,"-2,690","71,686",-4%,"($33,001)",,,,
,11/2/21 15:15,11/1/21,OPOF,Old Point Financial Corp,Witt Joseph R,"Pres, Financial Svcs, CSO",P - Purchase,$22.00 ,50,"15,059",0%,"$1,100 ",,,,
,11/2/21 15:21,11/1/21,PWOD,Penns Woods Bancorp Inc,Nackley John G Sr,Dir,P - Purchase,$23.90 ,500,"11,031",5%,"$11,951 ",,,,
,11/2/21 15:29,11/1/21,CAT,Caterpillar Inc,Creed Joseph E,Group Pres,S - Sale,$204.09 ,"-5,038","10,110",-33%,"($1,028,205)",,,,
,11/2/21 15:33,11/1/21,KNX,Knight-Swift Transportation Holdings Inc.,Knight Kevin P,Exec COB,S - Sale,$56.76 ,"-50,000","1,788,996",-3%,"($2,838,000)",,,,
D,11/2/21 15:43,11/1/21,IEX,Idex Corp /de/,Cook William M,Dir,S - Sale+OE,$223.03 ,-679,"23,019",-3%,"($151,438)",,,,
D,11/2/21 15:45,11/1/21,URGN,Urogen Pharma Ltd.,Schoenberg Mark,Chief Medical Officer,S - Sale+OE,$17.16 ,-258,"21,837",-1%,"($4,427)",,,,
D,11/2/21 15:52,11/1/21,RGCO,Rgc Resources Inc,Oliver Lawrence T.,"VP, Interim CFO, Sec., Treas.",P - Purchase,$22.26 ,9,"4,340",0%,$200 ,,,,
,11/2/21 15:56,11/1/21,CUBI,"Customers Bancorp, Inc.",Issa Steven,Special Advisor to CEO,S - Sale,$53.93 ,"-1,479","17,895",-8%,"($79,762)",,,,
,11/2/21 15:56,11/1/21,CUBI,"Customers Bancorp, Inc.",Hedde Glenn,Pres Mortgage WarehouseLending,S - Sale,$53.78 ,"-1,767","56,749",-3%,"($95,031)",,,,
M,11/2/21 16:00,11/1/21,WLTW,Willis Towers Watson Plc,Garrard Adam,"Head of Risk, Broking",S - Sale,$236.40 ,"-6,110","9,557",-39%,"($1,444,398)",,,,
,11/2/21 16:00,11/1/21,MCO,Moodys Corp /de/,Fauber Robert,"Pres, CEO",S - Sale,$406.82 ,-447,"53,022",-1%,"($181,849)",,,,
,11/2/21 16:01,11/1/21,APLS,"Apellis Pharmaceuticals, Inc.",Grossi Federico,CHIEF MEDICAL OFFICER,S - Sale,$30.70 ,-625,"64,805",-1%,"($19,188)",,,,
D,11/2/21 16:04,11/1/21,AOS,Smith A O Corp,Rajendra Ajita G,Dir,S - Sale+OE,$74.86 ,"-55,730","255,532",-18%,"($4,172,121)",,,,
,11/2/21 16:07,11/1/21,GNRC,Generac Holdings Inc.,Jagdfeld Aaron,CEO,S - Sale,$496.95 ,"-5,000","610,913",-1%,"($2,484,760)",,,,
D,11/2/21 16:09,11/1/21,ADI,Analog Devices Inc,Roche Vincent,"Pres, CEO",S - Sale+OE,$173.18 ,"-10,000",0,-100%,"($1,731,800)",,,,
D,11/2/21 16:08,11/1/21,AOSL,Alpha & Omega Semiconductor Ltd,Liang Yifan,"CFO, Corp Secretary",S - Sale+OE,$35.90 ,"-6,600","153,475",-4%,"($236,940)",,,,
D,11/2/21 16:11,11/1/21,TDOC,"Teladoc Health, Inc.",Geshuri Arnnon,CHRO,S - Sale+OE,$150.66 ,-523,"89,445",-1%,"($78,794)",,,,
,11/2/21 16:10,11/1/21,BDR,Blonder Tongue Laboratories Inc,Williams James H /nj/,Dir,S - Sale,$1.11 ,"-10,000","248,507",-4%,"($11,105)",,,,
,11/2/21 16:10,11/1/21,PNFP,Pinnacle Financial Partners Inc,McCabe Robert A Jr,COB,S - Sale,$97.80 ,"-10,000","541,715",-2%,"($978,038)",,,,
D,11/2/21 16:11,11/1/21,TRV,"Travelers Companies, Inc.",Russell Douglas K,"SVP, Corp Contr, Treasurer",S - Sale+OE,$162.00 ,"-14,689","17,915",-45%,"($2,379,618)",,,,
D,11/2/21 16:12,11/1/21,V,Visa Inc.,McInerney Ryan,Pres,S - Sale+OE,$212.44 ,"-11,193","139,715",-7%,"($2,377,841)",,,,
,11/2/21 16:14,11/1/21,PANW,Palo Alto Networks Inc,Zuk Nir,"EVP, CTO",S - Sale,$507.28 ,"-12,000","872,835",-1%,"($6,087,313)",,,,
,11/2/21 16:15,11/1/21,EQH,"Equitable Holdings, Inc.",Pearson Mark,"Pres, CEO",S - Sale,$33.95 ,"-15,000","347,284",-4%,"($509,175)",,,,
